word,definition,translation
kept up,,na. 支持；保持；持续；停歇\n[网络] 继续；维持；是指继续
kept woman,," 外室, 靠男人养活的姘妇"
ker,"s denoting a quantity consisting of 1,000 items or units",abbr. 角蛋白（Keratin Ker）；动能（Kinetic Energy）；核（kernel）；开扬智能设备有限公司经营的卡通系列产品品牌
ker-,,"表示强烈的抨击,撞击声"
kera,,abbr. keratinase 角蛋白酶
kerabitumen,,[地质]油母岩质
keracele,,角质瘤
keracyanin,,花青素鼠李葡糖苷
kerala,,n. 喀拉拉邦（印度西南部）
keralite,,英云角页岩
keramchalite,,毛矾石
keramic,a. Same as Ceramic.,"a. (=ceramic)陶器的, 陶质的"
keramics,n. Same as Ceramics.,陶器
keramik,,盐酸二乙氨苯丙酮
keramist,,n. (=ceramist)陶艺家
keramite,,埃洛石
keramovitrons,,玻璃粘结陶瓷器皿
keramzite,,"素烧粘土填料, 有孔粘土, 陶结块"
Kerandel's sign,,"[医] 克兰德耳氏征(非洲锥虫病时,深部感觉过敏)"
Kerandel's symptom,,"[医] 克兰德耳氏症状(征)(非洲椎虫病时,深部感觉过敏)"
kerang,, [地名] [澳大利亚] 克兰
keraphen,,开拉芬(四碘酚酞钠造影剂)
keraphyllite,,角闪石
keraphyllous,,[动]角质层的
kerargyrite,n. See Cerargyrite.,角银矿
kerasin,"n. A nitrogenous substance free from phosphorus, supposed to\n   be present in the brain; a body closely related to cerebrin.",角苷脂
kerasin thesaurismosis,,"[医] 角甙脂贮积病, 高歇氏病"
kerasine,a. Resembling horn; horny; corneous.,角铅矿
kerasol,,四碘酚酞
kerastase,, 卡诗
kerat,,氯银矿
kerat-,,"pref. 角, 角质"
keratalgia,n pain in the cornea,n. [医] 角膜疼痛
keratan,,角质素
keratan sulfate,,[化] 硫酸角质素
keratectasia,n abnormal bulging of the cornea of the eye,n. [医] 角膜膨胀
keratectomy,,n. [医] 角膜切除术
keratein,,[化] 还原角蛋白
kerateine,,[化] 还原角蛋白\n[医] 还原角蛋白
keratiasis,,(=ceratiasis)角质疣
keratic,,"[医] 角的, 角膜的"
keratic precipitates,,[医] 角膜后沉着物
keratin,"n. a fibrous scleroprotein that occurs in the outer layer of the skin and in horny tissues such as hair, feathers, nails, and hooves",n. 角蛋白\n[化] 角蛋白
keratin fiber,,[化] 角蛋白纤维
keratin-coated pill,,[医] 角蛋白衣丸
keratinase,,角蛋白酶
keratinisation,,[网络] 角质化
keratinise,v convert into keratin\nv become horny and impregnated with keratin, [医]角质化
keratinization,n organic process by which keratin is deposited in cells and the cells become horny (as in nails and hair),n. [医] 角质化
keratinize,v convert into keratin\nv become horny and impregnated with keratin,"v. [医] 使角质化, 角质化"
keratinized,v convert into keratin\nv become horny and impregnated with keratin,"v. 使角质化, 角质化( keratinize的过去式和过去分词 )"
keratinized tissue,,[医] 角化组织
keratinizes,v convert into keratin\nv become horny and impregnated with keratin,"v. 使角质化, 角质化（keratinize的第三人称单数形式）"
keratinizing,v convert into keratin\nv become horny and impregnated with keratin,"v. 使角质化, 角质化( keratinize的现在分词 )"
keratinocyte,,n. [生化]角化细胞
keratinocytes,plural of keratinocyte,(keratinocyte 的复数) n.[生化]角化细胞
keratinoid,,角衣片(一种肠溶片)
keratinophilic,,"毛甲生的, 喜角素的"
keratinose,,角(蛋白)
keratinosome,,角蛋白小体
keratinous,,"角朊的, 角质的, 角(质)蛋白的"
keratious,,"[医] 角质的, 角蛋白的"
keratitis,n. inflammation of the cornea causing watery painful eyes and blurred vision,n. 角膜炎\n[医] 角膜炎
keratitis bullosa,,[医] 大泡性角膜炎
keratitis punctata subepithelialis,,[医] 上皮下点状角膜炎
keratitis pustuliformis profunda,,[医] 脓疱状深层角膜炎
keratitis ramificata superficialis,,[医] 分枝状浅层角膜炎
kerato-,,"pref. 角, 角质\n[医] 角质, 角膜"
kerato-angioma,,"[医] 毛细管扩张疣, 血管角质瘤"
kerato-ectasia,,"[医] 角膜扩张, 角膜突出"
kerato-iridocyclitis,,[医] 角膜虹膜睫状体炎
kerato-iridoscope,,[医] 角膜虹膜镜
kerato-iritis,,[医] 角膜虹膜炎
keratoacanthoma,"n skin tumor that grows rapidly (especially in older people) and resembles a carcinoma but does not spread; it usually disappears spontaneously, often leaving a scar",[医] 角化棘皮瘤
keratocele,n hernia of the cornea,"角膜深层突出, 角膜后(弹性)层突出"
keratocentesis,,[医] 角膜穿刺术
keratochromatosis,,[医] 角膜着色
keratoconjunctivitis,n inflammation of the cornea and conjunctiva,n. [医]角膜结膜炎
keratoconjunctivitis sicca,,[医] 干性角膜结膜炎
keratoconus,n abnormal cone-shaped protrusion of the cornea of the eye; can be treated by epikeratophakia,n. [医] 圆锥形角膜
keratocricoid,,n. 角环肌\na. 下角环状软骨的
keratocyst,,角化囊肿
keratocyte,,角膜细胞
keratode,n. See Keratose.,a. [医] (=keratose) 角质的\nn. [医] (=keratose) 角质纤维
keratoderma,n any skin disorder consisting of a growth that appears horny,n. [医] 角皮病
keratoderma blennorrhagica,,[医] 脓溢性皮肤角化病
keratoderma climactericum,,[医] 经绝期皮肤角化病
keratodermatitis,,[医] 皮肤角质层炎
keratodermatocele,,[医] 角膜后[弹性]层突出
keratodermatomalacia,,[医] 角膜软化
keratodermatosis,,[医] 皮肤角质层病
keratodermia,n any skin disorder consisting of a growth that appears horny,"[医]皮肤角质层, 皮肤角化病, 角皮病"
keratodermia blennorrhagica,,[医] 脓溢性皮肤角化病
keratodermia excentrica,,[医] 汗孔角化病
keratodermia palmaris et plantaris,,[医] 掌跖角化病
keratodermia plantare sulcatum,,[医] 跖沟状角皮病
keratodermia symmetrica,,[医] 掌跖角化病
keratoelastin,,鱼卵壳蛋白
keratogenesis,,角质生成
keratogenetic,,"[医] 角质生成的, 生角质的"
keratogenous,"a. Producing horn; as, the keratogenous membrane within\n   the horny hoof of the horse.",a. 引起角质组织生长的
keratogenous membranes,,[医] 甲床
keratoglobus,,[医]球形角膜
keratoglossus,,[医] 角舌肌
keratohemia,,[医] 角膜血沉着
keratohyal,,[医] 舌骨角的
keratohyalin,n hyaline in the large granules of the stratum granulosum,"透明角质, 角质透明蛋白"
keratohyaline,,[化] 透明角质
keratohyaline layer,,"[医] 透明角质层, 表皮粒层"
keratoid,,"a. 角状的, 角质的"
keratoid degeneration,,[医] 角质样变性
keratoid exanthem,,[医] 角质样皮疹(见于二期雅司病)
keratoiditis,,[医] 角膜炎
keratoiritis,, 角膜虹膜炎
keratol,,涂有硝棉的防水布
keratoleptynsis,,结膜遮盖角膜术
keratoleukoma,,[医] 角膜白斑
keratoleulkoma,,角膜白斑
keratolysis,,角蛋白溶解
keratolysis exfoliativa,,[医] 剥脱性角质层分离
keratolysis neonatorum,,"[医] 新生儿角质层分离, 婴儿剥脱性皮炎"
keratolytic,,"a. [医] 角质层分离的, 促成脱皮的"
keratoma,,n. [医] (=keratosis)角化病
keratoma diffusum,,"[医] 弥漫性角化病, 先天鳞癣"
keratoma hereditaria mutilans,,[医] 遗传残毁性角化病
keratoma malignum conenitale,,"[医] 先天恶性角化病, [鱼]鳞癣"
keratoma palmare et plantare,,[医] 掌跖角化病
keratoma plantare sulcatum,,[医] 跖沟状角化病
keratoma senile,,[医] 老年角化病
keratomalacia,n softening and drying and ulceration of the cornea resulting from vitamin A deficiency; symptom of cystic fibrosis or sprue,[医] 角膜软化
keratomas,, [医]角化病； 角质瘤（马蹄）
keratome,n. An instrument for dividing the cornea in operations for\n   cataract.,[医] 角膜刀
keratometer,,"n. 角膜散光计, 角膜弯度计"
keratometric,,"a. 角膜散光计的, 角膜弯度计的"
keratometry,,"n. 角膜散光计, 角膜弯度计"
keratomileusis,, 角膜磨削术
keratomycosis,n fungal infection of the cornea,"[医] 角膜真菌病, 角膜霉菌病"
keratomycosis linguae,,[医] 黑舌[病]
keratoncus,,[医] 角质瘤
keratonosis,n any abnormal condition of the outer skin (epidermis),[医] 皮肤角质层病
keratonosus,n any disease of the cornea,[医] 角膜病
keratonyxis,"n. The operation of removing a cataract by thrusting a\n   needle through the cornea of the eye, and breaking up the opaque mass.",[医] 角膜穿刺
keratopathy,,n. [医]角膜病
keratophagia,,"[医] 角膜真菌病, 角膜霉菌病"
keratophyre,,角斑岩
keratoplasia,,[医] 皮肤角质层增生
keratoplastia,,"[医] 角膜成形术, 角膜移植术"
keratoplastia conjunctivalis,,[医] 结膜型角膜成形术
keratoplasty,n. a surgical procedure in which part or all of a damaged or diseased cornea is replaced by healthy corneal tissue from a donor,"n. 角膜成形术\n[医] 角膜成形术, 角膜移植术"
keratoprotein,,[医] 角质蛋白
keratorrhexis,,[医] 角膜破裂
keratosa pharyngitis,,"[医] 角化性咽炎, 咽真菌病"
keratoscleritis,n inflammation of the cornea and sclera of the eye,[医] 角膜巩膜炎
keratoscope,n medical instrument to examine the cornea in order to detect irregularities in its anterior surface,n. [医]角膜镜
keratoscopic arc,,[医] 角膜散光计弧
keratoscopy,n examination of the cornea with a keratoscope to detect irregularities in its anterior surface,n. [医]角膜镜
keratose,"n. A tough, horny animal substance entering into the\n   composition of the skeleton of sponges, and other invertebrates; --\n   called also keratode.\na. Containing hornlike fibers or fibers of keratose;\n   belonging to the Keratosa.",a. 角质的\nn. 角质物
keratose cuticle,,[医] 角化小皮(眼的色素细胞外表面层)
keratoses,,角化症（皮肤的角质生长）( keratosis的名词复数 )
keratosic,,"[医] 角样的, 角化的"
keratosic cones,,[医] 角化性圆锥(见于脓性卡他角化病)
keratosis,n. a skin condition marked by an overgrowth of layers of horny skin,n. 角化病
keratosis blennorrhagica,, [医]脓溢性角化病
keratosis follicularis,, 毛囊角化病
keratosis nigricans,, 黑色棘皮病，黑色角化病
keratosis pilaris,, 毛发角化病
keratosulfate,,[化] 硫酸角质
keratosulisturia,,角质硫酸盐尿
keratosulphate,,n. [生化]硫酸角质
keratotic,,[医] 角化病的
keratotome,,[医] 角膜刀
keratotomy,n surgical incision into the cornea,n. [医] 角膜切除术
keratotomy delimiting,,[医] 限界性角膜切开术
keraunograph,n. A figure or picture impressed by lightning upon the\n   human body or elsewhere., 雷暴仪
keraunoneurosis,,[医] 闪电性神经[机能]病
keraunophobia,,[医] 闪电恐怖
keraunophone,,闪电预示器
kerb,n an edge between a sidewalk and a roadway consisting of a line of curbstones (usually forming part of a gutter),n. 街头的边石\n[经] 路边
kerb crawler,, （驾车者为了勾搭女人）沿路缘缓慢行驶的人
kerb market,,"场外证券市场\n[经] 场外交易, 交易所外的有价证券市场"
kerb transaction,,[经] 场外交易
kerb-crawler,,n. kerb-crawl的变形
kerb-crawlers,plural of kerb-crawler,(kerb-crawler 的复数) n. kerb-crawl的变形
kerb-crawling,,"n. 路边求欢者, 驾驶汽车在马路边上慢行跟踪女子并向其求欢的男子"
Kerbala,,[网络] 卡尔巴拉城；拉市；喀巴拉
kerbau,,水牛
kerbed,past participle of kerb\nn an edge between a sidewalk and a roadway consisting of a line of curbstones (usually forming part of a gutter),(kerb 的过去分词) n. 街头的边石\n[经] 路边
Kerbela,n a city of central Iraq to the south of Baghdad; a holy city for Shiite Muslims because it is the site of the tomb of Mohammed's grandson who was killed there in 680,卡尔巴拉[伊拉克中部城市](伊斯兰教什叶派的圣地)
Kerberos,,[计] 一种安全认证的系统
kerbing,-ing form of kerb\nn an edge between a sidewalk and a roadway consisting of a line of curbstones (usually forming part of a gutter),(kerb 的现在分词) n. 街头的边石\n[经] 路边
kerbs,n. an edge between a sidewalk and a roadway consisting of a line of curbstones (usually forming part of a gutter),n. （姓氏）克雷布斯; 侧石( kerb的复数形式 ); 边石; 限制; 克制
kerbside,,"n. (=curbside)街道边, 马路边"
kerbsides,plural of kerbside,"(kerbside 的复数) n.(=curbside)街道边, 马路边"
kerbstone,n a paving stone forming part of a curb,[经] 场外(交易所)
kerbstone broker,,[经] 场外经纪人
kerbstones,plural of kerbstone\nn a paving stone forming part of a curb,(kerbstone 的复数) [经] 场外(交易所)
kerby,, [人名] [英格兰人姓氏] 克尔比 Kirby的变体; [地名] [美国] 克比
Kerch,,n. 刻赤
kerchenite,,纤磷铁矿
kercher,n. A kerchief., [人名] 克尔彻
kerchief,n. a square scarf that is folded into a triangle and worn over the head or about the neck,"n. 头巾, 围巾, 手帕"
kerchiefed,a. Alt. of Kerchieft,"a. 包着头巾的, 围着围巾的"
kerchiefs,pl.  of Kerchief,n. 方巾( kerchief的名词复数 )
kerchieft,a. Dressed; hooded; covered; wearing a kerchief.,"a. 包着头巾的, 围着围巾的"
kerchieves,,方巾( kerchief的名词复数 )
kerchoo,,v. 打喷嚏\nn. 人打喷嚏的声音
Kerchsteel,,克尔期砷钢
Kerckring's folds,,"[医] 克尔克林氏襞, 环状襞, 克尔克林氏褶"
Kerckring's nodule,,"[医] 克尔克林氏小结, 主动脉瓣结"
Kerckring's ossicle,,[医] 克尔克林氏小骨(偶见于枕骨大孔后缘的独立化骨中心)
Kerckring's valves,,"[医] 克尔克林氏襞, 环状襞"
kere,,n. (Kere)人名；(芬)凯雷
kerectasis,,"[医] 角膜突出, 角膜扩张"
kerectomy,,[医] 角膜[部分]切除术
kerem,,n. (Kerem)人名；(以)凯雷姆
Keren,,n. 克伦（女名）
kerenes,,煤油烯
kerens,, [地名] [美国] 克伦斯
Kerensky,,[网络] 克伦斯基
keres,plural of kere,(kere 的复数) n. (Kere)人名；(芬)凯雷
Keresan,,n. = Keres
kerest,, [地名] [俄罗斯] 克列斯季河
kerf,"n. A notch, channel, or slit made in any material by cutting or\n   sawing.","n. 劈痕, 截口, 切口\n[机] 锯口, 截口"
kerfed,"past participle of kerf\nn. A notch, channel, or slit made in any material by cutting or\n   sawing.","(kerf 的过去分词) n. 劈痕, 截口, 切口\n[机] 锯口, 截口"
kerfing,"-ing form of kerf\nn. A notch, channel, or slit made in any material by cutting or\n   sawing.","(kerf 的现在分词) n. 劈痕, 截口, 切口\n[机] 锯口, 截口"
kerflop,,adv. 扑通地
kerfs,"plural of kerf\nn. A notch, channel, or slit made in any material by cutting or\n   sawing.","(kerf 的复数) n. 劈痕, 截口, 切口\n[机] 锯口, 截口"
kerfuffle,n a disorderly outburst or tumult,"n. 混乱, 动乱\nv. 使混乱,弄乱"
Kergaradec's sign,,"[医] 史加腊德克氏征, 子宫杂音"
Kerguelen,,n. 凯尔盖朗群岛（印度洋南部岛群）
keri,, [人名] 克里，克丽（女名）
kerim,,n. (Kerim)人名；(阿拉伯、乌兹、哈萨、吉尔、塔吉、塞、多哥)克里姆；(乍)卡里姆
kerin,, [人名] 凯林，凯琳（女名）
kerio,, [地名] [肯尼亚] 凯里奥河
kerion,n ringworm infection of the hair follicles of the scalp and beard that usually results in a swelling that is covered with pustules and oozes fluid,"脓癣, 癣脓肿"
kerion celsi,,[医] 塞尔萨斯氏脓癣(脓性发癣)
keriorrhea,,"keriorrhea\n(medicine) The discharge of orange-coloured, waxy diarrhoea following the consumption of oilfish or escolar\n"
keriotheca,,蜂窝层
kerite,"n. A compound in which tar or asphaltum combined with animal\n   or vegetable oils is vulcanized by sulphur, the product closely\n   resembling rubber; -- used principally as an insulating material in\n   telegraphy.", 天然沥青
kerites,,煤油沥青
keritherapy,,"石蜡疗法, 石蜡浴疗法"
kerk,,abbr. kerkelijke term (Dutch=ecclesiastical term) （荷兰语）基督教术语
kerkorian,, [人名] 克科里安
kerkwijk,, [地名] [荷兰] 凯尔克韦克
kerl,n. See Carl.,n. (Kerl)人名；(德、捷)克尔
kerlan,, [人名] 克兰
kerley,, [人名] [爱尔兰姓氏] 克利 Curley的变体
kerlin,, [人名] 克林
kerma,,"(=kinetic energy released in material) 比释动能, 柯玛(单位： 焦耳/公斤, 尔格/克)"
kerma rate,,[化] 比释动能率
Kerman,,n. (Kirman之变体)科曼地毯
Kermans,plural of Kerman,(Kerman 的复数) n.(Kirman之变体)科曼地毯
Kermanshah,,n. 科曼莎（伊朗城市）
kermel,,克密尔聚酰胺纤维
kermer,,克尔默纯丝披巾
kermes,"n. The dried bodies of the females of a scale insect (Coccus\n   ilicis), allied to the cochineal insect, and found on several species\n   of oak near the Mediterranean. They are round, about the size of a pea,\n   contain coloring matter analogous to carmine, and are used in dyeing.\n   They were anciently thought to be of a vegetable nature, and were used\n   in medicine.\nn. A small European evergreen oak (Quercus coccifera) on which\n   the kermes insect (Coccus ilicis) feeds.","n. 胭脂虫, 洋红\n[化] 虫胭脂; 胭脂虫粉"
kermes mineral,,"[化] 橘红硫锑矿\n[医] 硫锑矿, 氧硫化锑"
kermesic acid,,[化] 胭脂酮酸
kermesinus,,暗红色
kermesite,,"n 红锑矿, 硫氧锑矿, 桔红硫锑矿"
kermess,,"n. 定期露天集市, (美)义卖集市"
kermesse,n. See Kirmess.,n. [英国英语](自行车)环程公路越野赛
Kermet,,克美特合金(一种用于飞机等的轴承减摩合金)
kermis,,"n. 定期露天集市, (美)义卖集市"
kermisic acid,,[医] 虫红酸
Kermit,,[计] Kermit协议
kermode,," [人名] [马恩岛人姓氏] 克莫德取自父名，来源于Dermott,含义是“德莫特之子”(son of Dermott)"
kern,n. United States composer of musical comedies (1885-1945)\nn. the part of a metal typeface that projects beyond its body\nv. furnish with a kern,"n. 核, 颗粒, 仁\nvt.vi. 结果实\n[计] 出格字母, 出格部分, 压缩字距"
kern plasma relation theory,,[医] 质核关系学说
Kernaghan,,n. (Kernaghan)人名；(英)克纳汉
kernal,," [医]籽粒, 珠心, 种仁"
kernals,plural of kernal,"(kernal 的复数)  [医]籽粒, 珠心, 种仁"
kernan,, [人名] [爱尔兰姓氏] 克南 McKiernan的变体
kernberg,,n. (Kernberg)人名；(德、罗)克恩贝格
kernbut,,断层外侧丘
kerncol,,断层外侧洼
kerne,,"n. [爱尔兰] 轻装步兵, 乡下人"
kerned,imp. & p. p. of Kern\na. Having part of the face projecting beyond the body or\n   shank; -- said of type.,"vi. 使铅字上下突出；将…做平\nn. 仁, 核；颗粒；（铅字面之）上下的突出部分\nn. (Kern)人名；(德、英、匈、波、罗、捷)克恩；(瑞典)谢恩"
kernel,n. the inner and usually edible part of a seed or grain or nut or fruit stone\nn. a single whole grain of a cereal\nn. the choicest or most essential or most vital part of some idea or experience,"n. 核心, 中心, 精髓, 内核\n[计] 内核"
kernel design,,[计] 核心设计
kernel driver,,[计] 内核驱动程序
kernel editor,,[计] 内核编辑程序
kernel entity,,[计] 核心实体
kernel function,,[计] 核函数
kernel interprocess communication,,[计] 核心进程通信
kernel item,,[计] 核心项
kernel kernal mapping,,[计] 核心变换
kernel kerr cell,,[电] 刻耳电池
kernel mode,,[计] 核心态
kernel module,,[计] 核心模块
kernel objects,,[计] 内核对象
kernel polynomial,,[计] 核多项式
kernel primitive,,[计] 内核原语
kernel program,,[计] 核心程序
kernel sentence,,[计] 核心句子
kernel software,,[计] 核心软件
kernel stack pointer,,[计] 核心栈指针
kernel test program,,"[计] 核心检测程序, 核心测试程序"
kernel vector page,,[计] 核心向量页面
kernel-based system,,[计] 基于内核的系统
kerneled,imp. & p. p. of Kernel\na. Alt. of Kernelled,"n. 核心, 要点；[计] 内核；仁；麦粒, 谷粒；精髓"
kerneling,p. pr. & vb. n. of Kernel,"n. 核心, 要点；[计] 内核；仁；麦粒, 谷粒；精髓"
kernelled, of Kernel\na. Having a kernel.,a. 有核仁的
kernelling, of Kernel,"n. 子粒；谷粒, 麦粒；(果木的)核；仁；籽\nvt. 把…包在核内；使…成为核心\nvi. [罕用语]形成核仁；形成为颗粒"
kernelly,a. Full of kernels; resembling kernels; of the nature of\n   kernels.,a. 有(许多)谷粒的
kernels,n the inner and usually edible part of a seed or grain or nut or fruit stone\nn a single whole grain of a cereal\nn the choicest or most essential or most vital part of some idea or experience,"n. 核心程序, 核心（kernel的复数形式）"
kerner,, [人名] 克纳
Kerner's tests,,[医] 克纳氏试验(检肌酸酐)
kernersville,, [地名] [美国] 克纳斯维尔
kerney,, [人名] 克尼
kernicterus,n an abnormal accumulation of bile pigment in the brain and other nerve tissue; causes yellow staining and tissue damage,n. [医] 核黄疽
Kernig's sign,,[医] 克尼格氏征(脑膜炎时提腿试验)
kerning,v furnish with a kern\nv remove a portion of space between (adjacent letters),n. 字距调整\n[计] 字距调整
kernite,n a light soft mineral consisting of hydrated sodium borate in crystalline form; an important source of boron,n. [地质] 四水硼砂
kernodle,, [人名] 克诺德尔
kerns,, 克恩斯；[地名] [瑞士] 克恩斯
kernschwund,,[医] [神经细胞]核发育不良
kernville,, [地名] [美国] 克恩维尔
kero,,n. <澳新口> = kerosene
kerocaine,,盐酸普鲁卡因
kerocele,,[医] 蹄角质瘤(马)
kerogen,,n. 油母岩\n[化] 油母质
kerogen shale,,[化] 油页岩\n[经] 油母页岩
kerogenesis,,"新生性变态, 不适发育"
keroid,,n. 高度分散的炭黑\na. 角质样的
kerolite,n. Same as Cerolite.,[矿物] 蜡蛇纹石
kerosene,n. a flammable hydrocarbon oil used as fuel in lamps and heaters,"n. 煤油, 火油, 灯油\n[化] 煤油"
kerosene blast burner,,[医] 石油喷灯
kerosene emulsion,,[医] 煤油乳剂
kerosene heater,, 煤油加热器
kerosene lamp,, 煤油灯
kerosene oil,,"[医] 煤油, 石油"
kerosene raffinate,,[化] 精制煤油
kerosine,n a flammable hydrocarbon oil used as fuel in lamps and heaters,"n. 煤油, 火油\n[化] 煤油"
kerosine heater,,[网络] 煤油加热器
kerosine lamp,,[网络] 火水灯
kerosolene,,[医] 凯罗索伦(石油中得到的一种挥发液体)
kerotenes,,"炭青质, 焦化沥青质"
kerotherapy,,"[医] 石蜡疗法, 石蜡浴疗法"
Kerouac,n. United States writer who was a leading figure of the beat generation (1922-1969),凯鲁亚克
kerpen,, [地名] [德国] 凯尔彭
kerplunk,,adv. (击水的)扑通声
kerr,,[计] 克尔
Kerr cell,,[化] 克尔盒
Kerr condenser,,[电] 刻耳电容器
kerr constant,,[计] 克尔常数\n[化] 克尔常数
Kerr effect,,[化] 克尔效应
Kerr magneto-optical effect,,[计] 克尔磁光效应
Kerr material,,[化] 克尔材料(具有二次电光效应的材料)
Kerr materials,,[化] 克尔材料(具有二次电光效应的材料)
Kerr's sign,,[医] 克尔克氏征(脊髓损害平面下的皮肤变厚)
kerrey,, [人名] 克里
kerri,, [人名] 克里
kerria,,n. [植] 中国棣棠属
Kerria DC.,,[医] 棣棠属
Kerria japonica DC.,,[医] 棣棠
kerrick,, [人名] [英格兰人姓氏] 克里克 Kendrick的变体; [地名] [美国] 克里克
kerridge,, [人名] 克里奇
kerries,-s form of kerry,(kerry 的第三人称 -s形式) n. 黑色的小乳牛（英国产）
kerrigan,,克里根（人名）
kerril,,[医] 毒海蛇(印度洋产)
kerron,, [人名] 克伦
kerrville,, [地名] [美国] 克尔维尔
kerry,,n. 黑色的小乳牛（英国产）
Kerry blue terrier,,[网络] 凯利蓝梗；凯利兰更；凯利蓝挭
kers,n. Alt. of Kerse,abbr. 角蛋白（Keratin Ker）；动能（Kinetic Energy）；核（kernel）；开扬智能设备有限公司经营的卡通系列产品品牌\nn. (Ker)人名；(东南亚国家华语)柯；(柬)凯；(英、俄、捷)克尔；(中)柯 (普通话·威妥玛)
Kersan disease,,[化] 克山病
kersantite,,云斜煌岩
kersanton,,云斜煌岩
kerschner,, [人名] 克施纳
kersee,, [人名] 克西
kersey,"n. A kind of coarse, woolen cloth, usually ribbed, woven from\n   wool of long staple.","n. 克尔赛粗绒厚呢, 克尔赛呢衣服"
kerseymere,n. See Cassimere.,"n. (=cashmere,=cassimere)克什米尔羊毛料"
kerseymeres,plural of kerseymere\nn. See Cassimere.,"(kerseymere 的复数) n.(=cashmere,=cassimere)克什米尔羊毛料"
kerseynet,,棉毛交织呢
kerseys,pl.  of Kersey,n. 克尔赛呢衣服；一种粗绒布\na. 克尔赛呢做的
kersh,, [人名] 克什
Kershaw,,n. (Kershaw)人名；(英)克肖
kershner,, [人名] 克什纳
kerst,, [人名] 克斯特
kersten,, [人名] 克斯滕
kerstin,,n. (Kerstin)人名；(瑞典)谢斯廷；(德、英)克斯廷\n云芝多糖k
kerstoleptynsis,,[医] 结膜遮盖角膜术
kertesz,, [人名] 凯尔泰斯
kerugma,,[网络] 尽都传明；克鲁格曼；传讲
Kerulen,,n. 克鲁伦河
kerupok,,加虾或鱼制成的糕饼
Kerus,,克鲁司钨钢
kerve,v. t. To carve.,"底槽, 掏槽, 拉槽"
kerwin,, [男子名] 克尔温来源于日耳曼语，含义是“爱+朋友”(love+friend)
kery,, [人名] 克里，克丽（女名）
kerygma,n preaching the gospel of Christ in the manner of the early church,"n. [宗教] 福音传道, 传教问答中强调福音的要旨"
kerygmatic,,a. kerygma的变形
kerylbenzene,,煤油烷基苯
kerzinte,,镍褐煤
kes,plural of ke,(ke 的复数) abbr. 动能（kinetic energy）；键入错误（Key Error）
kesa,,n. (Kesa)人名；(日)畩(姓)
kesar,n. See Kaiser.,n. (Kesar)人名；(塞)凯萨尔
kesey,, [人名] 凯西
kesh,, [地名] [英国] 凯什
keshena,, [地名] [美国] 克希纳
kesler,, [人名] 凯斯勒
kess,v. t. To kiss.,n. (Kess)人名；(德、芬)克斯
kessel,,n. (Kessel)人名；(德、荷、法、捷)克塞尔；(英、芬)凯塞尔
kesselring,, [人名] 凯塞林
kessler,,喀斯乐
Kessler concentration plant,,[化] 凯斯勒蒸浓装置
kesso oil,,[化] 缬草油
kesso root oil,,[医] 日本缬草油
kesson,, [人名] 凯森
kest,imp. of Cast.,abbr. 金英证券（泰国公司名）
kester,"s denoting a quantity consisting of 1,000 items or units",凯斯特（人名）
Kestner acid elevator,,[化] 凯斯特纳升酸器
Kestner evaporator,,[化] 凯斯特纳蒸发器
Kestner long-tube evaporator,,[化] 膜式蒸发器
kestose,,蔗果三糖
kestrel,n. small Old World falcon that hovers in the air against a wind,n. 红隼
kestrels,n. small North American falcon\nn. small Old World falcon that hovers in the air against a wind,n. （产于欧洲的）茶隼（一种鹰）( kestrel的复数形式 )
Keswick,,n. (Keswick)人名；(英)凯瑟克
ket,n. Carrion; any filth.,"态矢, 刃"
ket-,,pref. 酮
keta,,大麻哈鱼
ketal,,"酮缩醇, 缩酮"
Ketalar,,n. 盐酸氯胺酮；凯他那\n[网络] 克太拉注射剂；凯他敏
ketamine,n. a general anesthetic and tranquilizer (not a barbiturate) that is administered intravenously or intramuscularly; used mainly by veterinarians or for minor surgery with geriatric or pediatric patients; taken in large doses it causes hallucinations similar to those associated with the use of PCP,[化] 氯胺酮
ketamine hydrochloride,, [医]盐酸氯胺酮，盐酸开他敏
ketatosis,,[医] 角化病
ketatosis blennorrhagica,,[医] 脓溢性角化病
ketatosis diffusa foetalis,,"[医] 胎儿普遍角化病, 先天鳞癣"
ketatosis follicularis,,"[医] 毛囊角化病, 毛囊鳞癣"
ketatosis follicularis contagiosa,,[医] 触染性毛囊角化病
ketatosis labialis,,[医] 唇角化病
ketatosis nigricans,,[医] 黑[色]棘皮症
ketatosis obturans,,"[医] 阻塞性角化病, 耵聍栓塞"
ketatosis palmaris et plantaris,,[医] 掌跖角化病
ketatosis pharyngea,,[医] 咽[部]角化病
ketatosis pilaris,,"[医] 毛发角化病, 毛发苔癣"
ketatosis punctata,,[医] 点状角化病
ketatosis seborrheica,,[医] 皮脂溢性角化病
ketatosis senilis,,[医] 老年角化病
ketatosis suprafollicularis,,"[医] 毛发角化病, 毛发苔癣"
ketatosis vegetans,,"[医] 增殖性角化病, 毛囊角化病, 毛囊鳞癣"
ketazine,,[化] (类名)(某)酮连氮R-2C:N·CR-2\n             (专指dimethylketazine)四甲基(甲)酮连氮
ketazolam,,[化] 凯他唑仑; 酮唑┳
ketch,n. a sailing vessel with two masts; the mizzen is forward of the rudderpost,n. 双桅纵帆船
ketch-rigged,,a. 有双桅帆船的装备的
ketcham,,n. (Ketcham)人名；(英)凯查姆
