word,definition,translation
gambols,n gay or light-hearted recreational activity for diversion or amusement\nv play boisterously,"v. 蹦跳, 跳跃, 嬉戏( gambol的第三人称单数 )"
gambrel,n. a gable roof with two slopes on each side and the lower slope being steeper,"n. 跗关节, 马脚状铁钩, 斜析形屋顶"
gambrel roof,," 斜折线屋顶, 复折式屋顶; 复斜屋顶"
gambrell,, [人名] 甘布里尔
gambrill,, [人名] 甘布里尔; [地名] [美国] 甘布里尔
gambrills,, [地名] [美国] 甘布里尔斯
gambroon,n. A kind of twilled linen cloth for lining., 甘布龙布
gambusia,n mosquitofish,"n. [鱼]食蚊鱼,柳条鱼"
Gambusia affinis,,"[医] 食蛟鱼, 柳条鱼"
gamc,,abbr. General Agents and Managers Conference 总代理商和总经理会议; General Agreement on Multinaional Companies 多国公司总协定
game,n. a contest with rules to determine a winner\nn. a single play of a sport or other contest\nn. an amusement or pastime\nn. animal hunted for food or sport,"n. 比赛, 玩耍, 比分, 得胜, 比赛规则, 策略, 游戏, 野味\nvi. 赌博\na. 勇敢的, 有胆量的, 关于野味的, 跛的\n[计] 博弈; 对策"
game act,,[法] 狩猎法
game ball,,"决胜球, 决胜分"
game bird,,"n. 猎鸟, 猎禽"
game chip,,[电] 电视游乐器晶片
game equipment,,[网络] 比赛设施；狩猎用品
game fish,,n. 供垂钓的鱼
game fowl,,n. 猎鸟，猎禽; 斗鸡
game graph,,[计] 博弈图
game law,, 狩猎法
game laws,,狩猎规则\n[法] 狩猎规则
game license,,n. 狩猎许可证
game machine,,[计] 博弈机
game misconduct,, 被罚下场
game of chance,,靠碰运气取胜的游戏
game of life,,[网络] 生命游戏；游戏人生；人生游戏
game on,, 比赛开始信号
game park,,"n. （尤指非洲的）禁猎区, 野生动物保护区"
game plan,,"球队比赛的策略;行动方案,行动计划,战略"
game playing,,[计] 博弈
game playing program,,[计] 博弈程序
game point,, [体]决胜分
game preserve,, 禁猎区
game program,,"[计] 博弈程序, 对策程序"
game reserve,, 猎物禁猎区
game room,, 娱乐室
game show,,"n. （电视）游戏节目, 有奖竞赛节目"
game theoretic,,"[计] 博弈论的, 对策论的"
game theoretic model,,"[计] 博弈论模型, 对策论模型"
game theory,,"[计] 博弈论, 对策论\n[化] 对策论; 博弈论"
game tree,,"[计] 博弈树, 对策树\n[化] 对策树; 博弈树"
game warden,,n. 狩猎监督官
game-bag,,n. 狩猎袋
game-based,, 基于游戏的
game-bird,,猎鸟；猎禽
game-birds,plural of game-bird,(game-bird 的复数) 猎鸟；猎禽
game-keeper,,n. 猎场看守人
game-keepers,plural of game-keeper,(game-keeper 的复数) n. 猎场看守人
game-tying,,adj. [体育]得分相同的
gamebag,,n. 猎物袋
gameboard,,[网络] 实现；外接游戏手柄；我们还对
gamebook,,n. 猎获物记录簿
Gameboy,,n. 一种小型的游戏机
Gameboys,plural of Gameboy,(Gameboy 的复数) n. 一种小型的游戏机
gamecock,n. a cock bred and trained for fighting,"n. 斗鸡, 好斗者"
gamecocks,plural of gamecock\nn. a cock bred and trained for fighting,"(gamecock 的复数) n. 斗鸡, 好斗者"
gamed,imp. & p. p. of Game,"v. 打赌, 赌输赢（game的过去式与过去分词形式）"
gamefar,,"加米法尔, 扑疟喹啉"
gamekeeper,n. a person employed to take care of game and wildlife,n. 猎场看守人
gamekeepers,n. a person employed to take care of game and wildlife,n. （私人土地上防止偷猎的）猎场看守人( gamekeeper的复数形式 ); 偷猎者成了猎物保护人; 角色易位的人; 当年造反今天掌权的人
gamel,,abbr. Georgia; Alabama; Missippi; Louisisna and South Carolina 加马尔（美国佐治亚，亚拉巴马，密西西比，路易斯安那，南卡罗来纳各州）
gamelan,n. a traditional Indonesian ensemble typically including many tuned percussion instruments including bamboo xylophones and wooden or bronze chimes and gongs,n. 加麦兰(一组印尼的民族管弦乐器)
gameland,,"n. 狩猎区, 猎场"
gamelans,plural of gamelan\nn. a traditional Indonesian ensemble typically including many tuned percussion instruments including bamboo xylophones and wooden or bronze chimes and gongs,(gamelan 的复数) n.加麦兰(一组印尼的民族管弦乐器)
gameless,a. Destitute of game.,a. 无猎物的
gamelin,,n. 加麦兰(一组印尼的民族管弦乐器)
Gamella,,孪生球菌属
gamely,r. in a plucky manner,"adv. 不屈地, 勇敢地"
gamene,,茜草
gameness,n disability of walking due to crippling of the legs or feet,"n. 不认输, 勇敢"
gamenomania,,[医] 求偶狂
gamepad,,n. 游戏手柄; [计][WIN]游戏键盘
gameplan,,n. 周密计划的行动方案
gameplans,plural of gameplan,(gameplan 的复数) n. 周密计划的行动方案
gameplay,,"n. （电脑游戏的）游戏情节设计, 玩法"
gamer,s disabled in the feet or legs\ns willing to face danger,"n. 玩家, 博弈者"
gamers,plural of gamer\ns disabled in the feet or legs\ns willing to face danger,"(gamer 的复数) n. 玩家, 博弈者"
games,n a contest with rules to determine a winner\nn a single play of a sport or other contest\nn an amusement or pastime\nn animal hunted for food or sport\nn (tennis) a division of play during which one player serves\nn (games) the score at a particular point or the score needed to win\nn the flesh of wild animals that is used for food\nn a secret scheme to do something (especially something underhand or illegal)\nn the game equipment needed in order to play a particular game\nn your occupation or line of work\nn frivolous or trifling behavior\nv place a bet on,"n. (英)体操课, 体育课, [谓语用单数或复数]运动会, 比赛会, 竞技会"
games theory,,"[经] 博奕论, 对策论"
games-master,,na. 〈英〉体育[体操]教师\n[网络] 体育教师
games-mistress,,[网络] 体育女教师；女体育教师
gamesman,,n. 以诈术取胜的人
gamesmanship,n. the use of dubious (although not technically illegal) methods to win a game,n. 搅乱战术
gamesome,a. Gay; sportive; playful; frolicsome; merry.,"a. 爱玩耍的, 快乐的, 爱闹着玩的"
gamesomely,,adv. gamesome的变形
gamesomeness,,n. gamesome的变形
gamest,, game（有冒险精神的）的最高级形式
gamester,s disabled in the feet or legs\ns willing to face danger,"n. 赌博者, 赌徒\n[法] 赌棍, 赌徒"
gamesters,plural of gamester\ns disabled in the feet or legs\ns willing to face danger,"(gamester 的复数) n. 赌博者, 赌徒\n[法] 赌棍, 赌徒"
gametangiogamy,,配囊融合
gametangiophore,,配囊柄
gametangium,n cell or organ in which gametes develop,"n. [生]配子囊, 接合子囊"
gamete,n. a mature sexual reproductive cell having a single set of unpaired chromosomes,n. 配子\n[医] 配子
gamete carrier,,[医] 带配子体者(疟原虫)
gamete hormones,,[医] 配子激素
gametes,plural of gamete\nn. a mature sexual reproductive cell having a single set of unpaired chromosomes,(gamete 的复数) n. 配子\n[医] 配子
gametic,,配子的
gametic nuclei,,[医] 配子核
gametic reproduction,,[医] 配子生殖
gametically,,adv. gametic的变形
gametid,,配子细胞
gametids,,配子细胞
gameto-,,[医] 配子
gametoblast,,"[医] 子孢子, 镰刀"
gametocidal,,[医] 杀配子[体]的
gametocidal prophylaxis,,[医] 杀灭[疟原虫]配子体预防
gametocide,,"n. [化]坏配子素,杀配子剂"
gametocinetic,,"[医] 刺激配子的, 促配子活动的"
gametocyst,,"配子囊, 配母细胞"
gametocyte,n an immature animal or plant cell that develops into a gamete by meiosis,n. [生]配子(母)细胞
gametocyte therapy,,[医] 灭配子体疗法(消灭疟原虫配子体的疗法)
gametocytemia,,[医] 配子体血症(疟疾)
gametocythemia,,[医] 配子体血症(疟疾)
gametoecium,,[网络] 比萨饼
gametogamy,,配子结合
gametogenesis,n the development and maturation of sex cells through meiosis,"n. [生] 配子形成,配子发育"
gametogenetic mitosis,,[医] 生配子有丝分裂
gametogenic,,"[医] 配子形成的, 配子发生的"
gametogenic hormone,,"[医] 促配子成熟激素, 促卵泡成熟激素"
gametogenous,,a. gametogenesis的变形
gametogeny,,"n. [生] 配子形成,配子发育"
gametogonia,,[医] 配子生殖
gametogonium,,(pl.-nia)配原细胞
gametogony,,n. [生]配子生殖
gametoid,,"多核配子, 配子样的"
gametoid cells,,[医] 生殖细胞样癌细胞
gametokinetic,,"[医] 刺激配子的, 促配子活动的"
gametology,,配子学
gametophagia,,[医] 配子消失
gametophore,n a modified branch bearing gametangia as in the thalloid liverworts,n. [植]配子托
gametophyte,n. the gamete-bearing individual or phase in the life cycle of a plant having alternation of generations,n. 配子体\n[医] 配子体
gametophytic,, [医]配子体的
gametospore,,配子孢子
gametosporidium,,配子孢子
gametotaxis,,趋配子性
gametothallus,,配子菌体
gametotrophic,,向配子的
gametotropic,,[医] 向配子的
gametotropism,,向配子性
gametropic,,[植]向配子的
gamewell,, [人名] 盖姆韦尔
gamey,s suggestive of sexual impropriety\ns (used of the smell of meat) smelling spoiled or tainted\ns willing to face danger,"a. 多猎物的, 味道强的, 勇敢的"
gamfexine,,更非新; 环苯丙胺
Gamgee tissue,,[医] 加姆季氏敷料(吸水棉纱)
gamic,"a. Pertaining to, or resulting from, sexual connection; formed\n   by the union of the male and female elements.","a. [生]性的,(需)受胎的,(需)受精的"
gamily,,"勇敢地, 大胆地, 虎虎有生气地"
gamin,n (sometimes offensive) a homeless boy who has been abandoned and roams the streets,n. 讨人喜欢的娇小的顽皮姑娘；流浪儿
gamine,n. a homeless girl who roams the streets\nn. a girl of impish appeal,"[法]女流浪儿, 女顽童, 妖冶的女人"
gaminerie,,"n. 顽童行径(或特点),顽童作风(或性格)"
gamines,plural of gamine\nn. a homeless girl who roams the streets\nn. a girl of impish appeal,"(gamine 的复数) [法]女流浪儿, 女顽童, 妖冶的女人"
gaminess,n behavior or language bordering on indelicacy,野味的风味
gaming,n the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize)\nv place a bet on,"n. 赌博, 赌胜负\n[法] 赌博, 赌赛"
gaming act,,[法] 赌博法
gaming act wagering,,[法] 打赌
gaming bebt,,[法] 赌债
gaming card,,[网络] 游戏卡
gaming contract,,[法] 赌博契约
gaming house,,[法] 赌场
gaming machine,,[计] 博弈机
Gaming sense,"The ability to sense things in games, simply because of predictable, long-standing game cliches.\n> My gaming sense tells me that this innocuous red barrel will explode if thrown.\n> My gaming sense tells me that this grave will have valuable items in it if I dig it up.\n> My gaming sense tells me that I'll have to fight a boss in this unexpectedly cavernous room.\n",
gaming simulation,,"[计] 博弈模拟, 对策模拟"
gaming table,, 赌桌
gamist,,"[计] 对策论专家, 博弈论学者"
gamling,, [人名] 甘林
gamma,n. the 3rd letter of the Greek alphabet\nn. a unit of magnetic field strength equal to one-hundred-thousandth of an oersted,"n. 希腊语的第三个字母(Γ,γ)\n[医] γ(希腊文第三个字母), 丙种, 微克(千分之一毫克)"
gamma acid,,[化] γ酸
gamma aminobutyric acid,, [医]γ-氨酪酸，γ-氨基丁酸
gamma angle,,[医] γ角(固定线与视轴在眼旋转中心连接所形成的角)
gamma benzene hexachloride,,"[医] γ-六氯化苯, γ-六氯环己烷, γ-六六六, 丙种六六六, 林丹"
gamma brass,,[机] 加马黄铜
gamma camera,, γ照相机
gamma carbon,,[化] γ碳原子
gamma cells,,[医] γ细胞(胰岛)
gamma correction,,[电] 灰阶修正
gamma distribution,,[计] γ分布
gamma emitter,,[医] γ-发射体
gamma ferric oxide,,[电] 灰阶三氧化二铁
gamma ferrite,,[化] γ铁
gamma fibers,,[医] γ-纤维(神经)
gamma function,,[计] γ函数
gamma fungus,,[医] γ型霉菌(舍恩莱因氏毛癣菌)
gamma globulin,,[化] 丙种球蛋白
gamma globulins,,[医] γ-球蛋白
gamma glucose,,[医] γ-葡萄糖
gamma granules,,[医] γ-粒(见于白血病患者血液、骨髓和组织中的嗜睑性粒)
gamma hydroxybutyrate,, [医]γ-羟基丁酸盐
gamma infinity,,[医] γ-线无限距
gamma interferon,, [医]γ-干扰素
gamma iron,,[机] 加马铁
Gamma Knife,,n. 伽玛刀
gamma line,,"[医] γ-线, 丙型线"
gamma loop,, [体]γ
gamma neutron reaction,,[电] γ中子反应
gamma particle,,[医] γ-粒子
gamma position,,[化] γ位
gamma radiation,,"[医] γ射线, γ放射, γ辐射"
gamma radiography,,[医] γ[射]线照相术
gamma radiwgraph,,[机] 加马射线图
gamma radowgraphy,,[机] 加马射线检查法
gamma ray,,"n. 伽马射线, γ射线"
gamma ray photon,,[电] γ射线光子
gamma rays,,[医] γ[射]线
gamma rhythm,,[医] γ节律(脑电波)
gamma silumin,,[机] 加马矽铝明
gamma solid solution,,[机] 加马固溶体
gamma spectrometry,,[化] γ谱法
gamma staphylolysin,,[医] γ-葡萄球菌溶血素
gamma streptococcus,,"[医] 丙型链球菌, 不溶血性链球菌"
gamma structure,,[电] γ结构
gamma substitution,,[化] γ-位取代
gamma transition,,[机] 玻璃转色
gamma unity device,,[电] 单位灰阶器
gamma-activation,,[化] 用γ射线活化
gamma-aminobutyric acid,, [医]γ-氨基丁酸：见A下
gamma-BHC,,"[医] γ-六六六, 丙种六六六(六六六丙种异构体)"
gamma-carotene,,[医] γ-胡萝卜素
gamma-control amplifier,,[电] 灰阶控制放大器
gamma-diaminobutyric alpha acid,,"[医] α,γ-二氨基丁酸"
gamma-Favre bodies,,[医] 法符雷氏γ包涵体
gamma-glucose,,[化] γ-葡萄糖\n[医] γ-葡萄糖
gamma-graph,,[机] 加马射线图
gamma-interferon,,[网络] 干扰素；伽马干扰素；伽玛干扰素
gamma-radiation,,"[医] γ-线照射, γ-线, γ-射线"
gamma-ray,,[化] γ射线
gamma-ray activity,,[医] γ[射]线放射活动度
gamma-ray beam,,[医] γ射线束
gamma-ray capsule,,[医] γ射线源弹丸
gamma-ray counter,,[医] γ射线计数器
gamma-ray inspection,,[机] 加马射线检验
gamma-ray radiator,,[医] γ放射源
gamma-ray source,,[医] γ-线源
gamma-ray source container,,[医] γ射线源容器
gamma-ray source strength,,[医] γ线源强度
gamma-ray spectra,,[医] γ线谱
gamma-ray stream,,"[医] γ光子流, γ线流"
gamma-rays,,"[医] γ-线, γ-射线"
gamma-rays therapy,,[医] γ-线疗法
gamma-roentgen,,[医] γ-伦琴
gamma-staphylolysin,,[医] γ-葡萄球菌溶血素
gamma-thujaplicin,,[医] γ侧柏素
gamma-tocopherol,,[医] γ-生育酚
gammabufagin,,[医] γ-蟾蜍素
gammacism,,[医] G音发音不正
gammacross,,万字形
gammadia,,gammadion的复数形
gammadion,"n. A cross formed of four capital gammas, formerly used as\n   a mysterious ornament on ecclesiastical vestments, etc. See Fylfot.","n. 希腊十字形, 万字形"
gammage,, [医]γ-球蛋白
gammaglobulinopathy,,丙种球蛋白病
gammagraph,,[化] γ射线照像
gammagraphic,,[医] γ-线图的
gammarid,,钩虾
Gammaridea,,钩虾亚目
gammarus,, 钩虾属
gammas,n. the 3rd letter of the Greek alphabet\nn. a unit of magnetic field strength equal to one-hundred-thousandth of an oersted\nn. Portuguese navigator who led an expedition around the Cape of Good Hope in 1497; he sighted and named Natal on Christmas Day before crossing the Indian Ocean (1469-1524),n. 希腊字母表的第三个字母( gamma的复数形式 )
gammasonde,,n. γ探空仪(一种测定高层大气中γ辐射强度的无线电探空仪)
gammatia,,万字形
gamme,,"n. [音乐]全音阶, 长音阶, 全音域"
gammed,past tense of gam\nn. a herd of whales,"(gam 的过去时) n. 鲸鱼群, 社交, 腿\nv. 社交, 联欢"
gammel,, [人名] 甘默尔
gammell,, [人名] [英格兰人姓氏] 甘默尔 Gamble的变体
gammelost,,γ挪威青霉干酪
gammer,"n. An old wife; an old woman; -- correlative of gaffer, an old\n   man.","n. 老妪, (乡下)老太婆"
gammeter,,γ尺
Gammex,,林丹
gammexane,,"n. 六六六(杀虫剂), 六氯化苯\n[化] 林丹"
gammies,plural of gammy\ns. (British informal) sore or lame,"(gammy 的复数) a. 跛足的, 跛行的"
gammil,,[机] 伽密
gammill,, [人名] 甘米尔
gamming,-ing form of gam\nn. a herd of whales,"(gam 的现在分词) n. 鲸鱼群, 社交, 腿\nv. 社交, 联欢"
gammon,n. hind portion of a side of bacon,"n. 腌猪后腿, 胡说\nvt. 腌, 欺骗\nvi. 胡说, 作假\ninterj. 胡说八道"
gammon and patter,,"俗套, 行话"
gammoned,imp. & p. p. of Gammon,n. 腌猪后腿；胡说\nvi. 胡说；作假\nvt. 欺骗；腌\nint. 胡说八道！\nn. (Gammon)人名；(英)甘蒙
gammoning,p. pr. & vb. n. of Gammon\nn. The lashing or iron band by which the bowsprit of a\n   vessel is secured to the stem to opposite the lifting action of the\n   forestays.\nn. The act of imposing upon or hoaxing a person.," 船首斜桁系索, 船首斜桁铁箍"
gammons,, [人名] 甘蒙斯
gammopathy,n. a disturbance in the synthesis of immunoglobulins; proteins having antibody activity increase greatly in the blood,丙种球蛋白病
gammot,,[医] 旧型外科刀
gammy,s. (British informal) sore or lame,"a. 跛足的, 跛行的"
Gamna nodules,,"[医] 加姆纳氏结节, 含铁结节"
Gamna's disease,,[医] 加姆纳氏病(铁质沉着性脾肉牙肿病)
Gamna's nodules,,"[医] 加姆纳氏结节, 甘-加二氏结节(含铁结节)"
Gamna's spleen,,"[医] 加姆纳氏脾, 铁质沉着脾"
gamo,,abbr. ground and amphibious military operations 地面和两栖军事行动
gamo-,,"[医] 婚配, 性, 两性交合"
gamobium,,"(pl. -bia )配子体, 有性世代"
gamocyst,,[动]配母细胞
gamodeme,,n. [生]隔育群落
gamogamy,,有性生殖
gamogastrous,,[植]合生子房的
gamogenesis,n. The production of offspring by the union of parents of\n   different sexes; sexual reproduction; -- the opposite of agamogenesis.,n. 有性生殖\n[医] 有性生殖
gamogenetic,a. Relating to gamogenesis.,[医] 有性生殖的
gamogenic,,"合生的, 有性生殖的"
gamogonia,,[医] 配子生殖
gamogony,,"孢子发生, [动]有性生殖"
gamomania,,"n. [心]求婚者,求偶癖[狂]"
gamomery,,合生花冠
gamomorphism,"n. That stage of growth or development in an organism,\n   in which the reproductive elements are generated and matured in\n   preparation for propagating the species.",[医] 性机能成熟
gamon,,配母细胞
gamone,,交配素
gamont,,"[医] 配子体, 配子母细胞"
Gamopetalae,,合瓣花亚门
gamopetalous,s. having a corolla composed of partially or wholly fused petals forming a corolla shaped like a tube or funnel,"a. 合瓣的, 合瓣花的\n[医] 合瓣的"
gamopetaly,,合瓣性
gamophagia,,[医] 配子消失
gamophase,,配子期
gamophen,,[医] 六氯[双]酚
gamophobia,,婚姻恐惧症
gamophyllous,a. Composed of leaves united by their edges\n   (coalescent).,a. 叶子相连的
gamopterin,,"[医] 加莫特林(成药,蝶酰-γ-谷氨酸)"
gamoran,, [人名] 加莫伦
gamosepalous,a. Formed of united sepals; monosepalous.,a. 合萼的\n[医] 合萼的
gamote,,"[法] 集会, 立法或司法机构"
gamotropism,,配子向性
gamow,, [人名] 盖莫
gamp,n. colloquial terms for an umbrella,n. 大伞
gampel,, [地名] [瑞士] 甘珀尔
gampsodactylia,,爪形足
gampsodactyly,,爪形足
gams,n a herd of whales,abbr. 通用代数建模系统（General Algebraic Modeling System）；政府间半导体会议（Governments/Authorities Meeting on Semiconductors）；加法模型（General Additive Models）
gamsa,,甘姆萨绸
gamson,, [人名] 加姆森
gamut,"n. a complete extent or range: ""a face that expressed a gamut of emotions""\nn. the entire scale of musical notes","n. 音阶, 整个范围, 全部, 音域"
gamy,s suggestive of sexual impropriety\ns (used of the smell of meat) smelling spoiled or tainted\ns willing to face danger,"a. 勇敢的, 猎物多的, 猎鸟的, 味道强的"
Gamza,,n. (保加利亚产)紫葡萄(酒)
gan,v separate the seeds from (cotton) with a cotton gin\nv trap with a snare,v. [古语]开始；着手（gin的过去式）
Gan Jiang,,[网络] 甘江
Gana,,[史]加纳王国(公元4至13世纪时的西非古国)
ganache,,n. 甘那许（巧克力酱）
ganaderia,,"n. 牧场,畜牧场"
ganado,, [地名] [美国] 加纳多
ganancial property,,"[法] 夫妻财产共有, 夫妻共有财产"
Ganapati,,[网络] 象头王财神；四臂象头王财神；俄那钵底
ganas,, [人名] 加纳
Ganasini's tests,,[医] 加纳西尼氏试验(检尿酸)
ganassi,, [地名] [菲律宾] 加纳西
ganbi,,"干笔(中国画的一种笔法, 笔燥, 用墨少)"
ganciclovir,, 9-1.3-二羟-2-丙氧甲基鸟嘌呤；9-鸟嘌呤；9-(1.3-二羟-2-丙氧甲基)鸟嘌呤；9-1-2-丙氧甲基鸟嘌呤
gancidin,,(=cancidin)灭癌素
Gand,n port city in northwestern Belgium and industrial center; famous for cloth industry,<法>=Ghent
gand flower,,[网络] 甘地花
ganda,,n. 干达人（乌干达南部的农民）；干达语（属班图语系）
Gandalf,,甘道夫（人名）
gandar,, [人名] 甘达尔
gandara,, [地名] [菲律宾、葡萄牙] 甘达拉
gander,n. mature male goose,"n. 雄鹅, 笨人, 呆子"
gander cough,,[医] 鹅鸣样咳
ganders,n. mature male goose,"n. 雄鹅( gander的复数形式 ); 看一看, 瞧一眼"
Gandhi,n. daughter of Nehru who served as prime minister of India from 1966 to 1977 (1917-1984)\nn. political and spiritual leader during India's struggle with Great Britain for home rule; an advocate of passive resistance (1869-1948),n. 甘地
Gandhian,a. of or relating to Mahatma Gandhi or his teachings,"a. 甘地的, 甘地主义的"
Gandhiism,,n. 甘地主义
Gandhiist,,"n. & adj.(印度""圣雄"")甘地的信徒(的)甘地主义者(的)"
Gandhiite,,n. 甘地的信徒\na. 甘地的
Gandhinagar,,甘地纳格尔（印度地名）
Gandhism,,"n. 甘地主义, 不使用暴力的抵抗主义"
Gandhist,,n. 甘地信徒
gandini,,n. (Gandini)人名；(意)甘迪尼
gandolf,, [人名] 甘多尔夫
gandy,,"dancer [俚](美国)铁路工人, 季节流动工"
gandy dancer,," <美><俚>铁路路段工, 流动工人"
Gandy-Gamma nodules,,"[医] 甘-加二氏结节(小体), 加姆纳氏结节, 含铁结节"
Gandy-Gamna nodules,,"[医] 甘-加二氏结节, 加姆纳氏结节, 含铁结节"
Gandy-Gamna spleen,,[医] 铁质沉着性脾大
gane,v. i. To yawn; to gape.,abbr. General Agreement on a New Economy 新经济协议
ganef,n (Yiddish) a thief or dishonest person or scoundrel (often used as a general term of abuse),n. 小偷
Ganelon,,"n. 冈隆(中世纪有关查理大帝传奇中的一个阴险武士, 由于他的叛变,查理大帝打了败仗)"
ganesa,n. The Hindoo god of wisdom or prudence., [地名] [印度尼西亚] 加内萨
ganesan,, [人名] 加尼森
ganesh,n. Hindu god of wisdom or prophecy; the god who removes obstacles,象鼻神
ganey,, [人名] 甘尼
gang,n. an association of criminals\nn. an organized group of workmen\nn. tool consisting of a combination of implements arranged to work together\nv. act as an organized group,"n. 队, 群, 帮\nvi. 成群结队, 结成一伙\nvt. 使成群结队"
gang bang,, 重击; 轮奸
gang boss,,"[经] 领班, 小组长"
gang control,,"[计] 集体控制, 同轴控制"
gang cutter,,"[机] 成排铣刀, 组合铣刀"
gang drilling machine,,"[机] 成排钻床, 成排多轴钻床"
gang fight,,帮派斗争\n群架
gang fighting,,[法] 结伙斗殴
gang hook,, 簇钩
gang leader,,"[法] 帮会头目, 帮派头目"
gang mandrel,,[机] 成排夹心轴
gang milling cutter,,[机] 成排铣刀
gang of bandits,,[法] 匪帮
gang of terrorist,,[法] 恐怖分子集团
gang piece work system,,[经] 集体(班组)计件制
gang punch,,[计] 群穿孔; 复穿孔
gang rape,,"n. 集体强奸, 轮奸"
gang robbery,,[法] 结伙抢劫
gang saw,,"排锯, 框锯"
gang sheet,,[经] 班组记录单
gang show,, （女）童子军音乐表演
gang siltter,,[机] 排割机
gang slitting machine,,[机] 排割机
gang stealing,,[法] 结伙窃盗
gang switch,,[电] 共轴开关
gang theft,,[法] 集团盗窃
gang together,," 结合在一起, 符合"
gang tuning capacitor,,[电] 共轴调谐电容器
gang up,,"聚集, 结成一伙"
gang up against,,联合攻击
gang up on,,联合对付
gang up with,,与...联合行动
gang up with sb.,,[法] 与某人联合行动
gang war,,"打群架\n[法] 打一架, 聚众斗殴"
gang way,,[电] 过道
gang-bang,,[法] 流氓集团的集体淫乱行为
gang-banging,,n. 青少年犯罪
gang-bangs,plural of gang-bang,(gang-bang 的复数) [法] 流氓集团的集体淫乱行为
gang-boss,,小组长；领班；帮派头目
gang-bosses,plural of gang-boss,(gang-boss 的复数) 小组长；领班；帮派头目
gang-plank,,n. 跳板
gang-planks,plural of gang-plank,(gang-plank 的复数) n. 跳板
gang-punch,,[电] 成组打孔
gang-rape,v rape (someone) successively with several attackers,轮奸
gang-raping,,n. [法]轮奸罪
gang-up,,n. 攻击
ganga,,[医] 大麻花膏
gangaleoidin,,节枝定
gangava,,广口拖网
gangbang,,n. [美俚]一群男子（流氓团伙）与一女子的淫乱活动；轮奸
gangbanger,,n. 青少年犯罪团伙成员
gangboard,n a temporary bridge for getting on and off a vessel at dockside,n. 跳板
gangboarding,,工作马道
gangbuster,,[法] 取缔流氓组织的执法人员
gangbusters,plural of gangbuster,(gangbuster 的复数) [法] 取缔流氓组织的执法人员
gangdom,n underworld organizations,"n. (=gangsterdom)黑社会, 匪徒及其行为"
gange,,v. 以细铁丝保护
ganged,v act as an organized group," 成组的, 联动"
ganged tuning,,[电] 共轴
gangel,, [人名] 甘格尔
gangen,,"支线(延绳钓), 钓钩线"
ganger,n. the foreman of a work gang,"n. 工头, 领班, 快马"
gangers,plural of ganger\nn. the foreman of a work gang,"(ganger 的复数) n. 工头, 领班, 快马"
ganges,n. an Asian river; rises in the Himalayas and flows east into the Bay of Bengal; a sacred river of the Hindus,"n. 恒河（位于亚洲, 发源于喜马拉雅山, 流经印度和孟加拉）"
Ganges River,,恒河
Gangetic,"a. Pertaining to, or inhabiting, the Ganges; as, the\n   Gangetic shark.","a. 恒河的,沿恒河的"
gangfish,,白鲑
ganggang,,n. [鸟]甘甘凤头鹦鹉(一种澳洲小鹦鹉)
gangi,, [地名] [意大利] 甘吉
Gangi's reaction,,[医] 罔奇氏反应(鉴别渗出液与漏出液)
ganging,v act as an organized group,机械连接
gangion,"n. A short line attached to a trawl. See Trawl, n.",钓钩线
gangland,n underworld organizations,"n. 黑社会, 强盗世界\n[法] 黑社会, 强盗世界"
gangle,,v. 笨拙的移动
gangleader,,n. 黑社会头目
ganglefene,,[化] 更利芬; 丁氧苯胺酯
gangli-,,表示“神经节”之义
ganglia,n an encapsulated neural structure consisting of a collection of cell bodies or neurons,"pl. 神经节, 力量/活动/兴趣的中心, 腱鞘囊肿\n[医] 神经节, 腱鞘囊肿"
ganglia cardiacum,,[医] 心神经节
ganglia cervicale inferius,,[医] 颈下神经节
ganglia cervicale medium,,[医] 颈中神经节
ganglia cervicale superius,,[医] 颈上神经节
ganglia cervicothoracicum,,[医] 星形神经节
ganglia ciliare,,[医] 睫状神经节
ganglia coeliacum,,[医] 腹腔神经节
ganglia ectomammillare,,[医] 乳头体
ganglia extracraniale,,[医] 岩神经节
ganglia geniculi,,[医] 膝[状]神经节
ganglia habenulae,,[医] 缰核
ganglia impar,,"[医] 奇神经节, 尾神经节"
ganglia inferius,,"[医] 迷走神经下节, 结状神经节"
ganglia inferius nervi glossopharyngei,,"[医] 舌咽神经下节, 岩神经节"
ganglia intervertebrale,,"[医] 椎间神经节, 脊神经节"
ganglia intracraniale,,[医] 舌咽神经上节
ganglia isthmi,,[医] 脚间核(大脑)
ganglia jugulare,,[医] 舌咽神经上节
ganglia jugulare nervi vagi,,[医] 迷走神经上节
ganglia lumbalia,,[医] 腰神经节
ganglia mesentericum superius,,[医] 肠系膜上神经节
ganglia nervi facialis,,[医] 膝[状]神经节
ganglia nervi trigemini,,[医] 半月神经节
ganglia nodosum,,"[医] 结状神经节, 迷走神经下节"
ganglia of facial nerve,,[医] 膝[状]神经节
ganglia phrenic,,[医] 膈神经节
ganglia plexuum sympathicorum,,[医] 交感丛神经节
ganglia pterygopalatinum,,"[医] 蝶腭神经节, 美克耳氏神经节"
ganglia retinae,,[医] 视网膜神经节
ganglia sacralia,,[医] 骶神经节
ganglia semilunare,,[医] 半月神经节
ganglia spinale,,[医] 脊神经节
ganglia spirale cochleae,,[医] 蜗螺旋神经节
ganglia splanchnicum,,[医] 内脏神经节
