word,definition,translation
fetishization,,盲目迷恋
fetishize,v. make a fetish of,"v. 盲目迷恋, 以…为偶像"
fetishized,v make a fetish of,"v. 盲目迷恋, 以…为偶像( fetishize的过去式和过去分词 )"
fetishizes,v make a fetish of,"v. 盲目迷恋, 以…为偶像( fetishize的第三人称单数 )"
fetishizing,v make a fetish of,"v. 盲目迷恋, 以…为偶像( fetishize的现在分词 )"
fetlock,n. the joint between the cannon bone and the pastern\nn. projection behind and above a horse's hoof,"n. 丛毛, 球节\n[医] 距毛, 球节(马)"
fetlock joint,, [体]球关节; 球节
fetlocks,n. the joint between the cannon bone and the pastern\nn. projection behind and above a horse's hoof,"n. （马等蹄后上部的）丛毛, 球节（生距毛的突起部分）( fetlock的复数形式 )"
fetlow,,n. (兽医)蹄冠炎
feto-,, [医]胎儿-
fetoamniotic band,,[医] 胎儿羊膜索
fetography,,[医] 胎儿X线照相术
fetologist,,胎儿学家
fetology,n. the branch of medicine concerned with the fetus in the uterus,n. 胎儿学
fetomaternal,,妇婴的\n母胎的
fetometry,n measurement of a fetus (especially the diameter of the head),[医] 胎儿测量法
fetoplacental,,胎儿胎盘的
fetoprotein,n any of several antigens that occur naturally in the fetus and sometimes in adults with cancer,n. [生化]胎蛋白
fetor,n a distinctive odor that is offensively unpleasant,"n. 强烈恶臭, 恶气\n[医] 臭气, 恶臭"
fetor ex lingua,,[医] 舌臭
fetor ex ore,,[医] 口臭
fetor hepaticus,,[医] 肝病性口臭
fetor narium,,"[医] 鼻臭, 臭鼻[症]"
fetor oris,,[医] 口臭
fetoscope,n a stethoscope placed on the pregnant woman's abdomen to listen for the fetal heartbeat,n. [医]胎儿镜
fetoscopy,n prenatal diagnosis that allows direct observation of a fetus in the uterus and the withdrawal of fetal blood,n. 用胎儿镜观察胎儿
fetosulfoglycoprotein,,胚胎性硫糖蛋白
fetron,,高压结型场效应二极管
fetron salve,,[医] 费特龙油膏(含硬脂酸苯胺及凡士林)
fetrow,, [人名] 费特罗
Fets,-s form of FET\nn a transistor in which most current flows in a channel whose effective resistance can be controlled by a transverse electric field,(FET 的第三人称 -s形式) [计] 场效应晶体管
fett,,abbr. field-effect tetrode transistor 场效应四极晶体管
fetta,,n. 羊乳酪
fettbol,,硅绿脱石
fette,imp. of Fette\nv. t. To fetch.,n. (Fette)人名；(德)费特
fetter,n. a shackle for the ankles or feet\nv. restrain with fetters,"n. 脚镣, 羁绊, 束缚\nvt. 束缚, 加脚镣"
fetter bone,,(马足的)大骨
fetter bush,,n. 绊脚灌木（产于美国）
fetterbush,n ornamental evergreen shrub of southeastern United States having small white bell-shaped flowers\nn showy evergreen shrub of southeastern United States with shiny leaves and angled branches and clusters of pink to reddish flowers that resemble an umbel,n. [植]绊脚灌木(产于美国)
fettered,s. bound by chains fastened around the ankles,v. 束缚（fetter的过去分词形式）
fetterer,n. One who fetters.,n. fetter的变形
fetterine,,消毒乳碱
fettering,v restrain with fetters,"v. 给…上脚镣, 束缚( fetter的现在分词 )"
fetterless,a. Free from fetters.,a. fetter的变形
fetterlock,,"n. (=fetlock)(马,驴等蹄上的)距毛, (生距毛的)球节"
fetterman,, [人名] 费特曼
fetters,n a shackle for the ankles or feet\nv restrain with fetters,n. 束缚；枷锁（fetter的复数）
Fettes,,费蒂斯(姓氏)
fetticus,,(=field salad)作沙拉青菜用的匙形菜叶
fettig,, [人名] 费蒂格
fettle,n. a state of fitness and good health\nv. remove mold marks or sand from (a casting),"n. 状态, 情绪\nvt. 修补, 整理, 擦亮, 殴打"
fettle shagging,,[机] 打磨
fettled,v. remove mold marks or sand from (a casting),vt. （英）修补\nn. 情绪；身体状况
fettler,,"n. 修理工, 保养工\n[机] 清理工"
fettles,n. a state of fitness and good health\nv. remove mold marks or sand from (a casting),vt. （英）修补\nn. 情绪；身体状况
fettlin,,修坯
fettling,v remove mold marks or sand from (a casting),n. 涂炉床材料\n[机] 清理
fettling door,,[机] 清理门
fettling shop,,[机] 清理场
fettling tool,,[机] 清理工具
fettoflan,,[英]菲托夫兰绒布
fettuccelle,,小面片
fettuccine,n. pasta in flat strips wider than linguine,"n. 意大利宽面条, 扁平细面条； （用意大利宽面条烹制的）白脱奶油面"
fettuccine Alfredo,,阿尔弗雷多白脱奶油面
fettuccini,n. pasta in flat strips wider than linguine,"n. 意大利宽面条, 扁平细面条； （用意大利宽面条烹制的）白脱奶油面"
fettucine,,"n. 意大利宽面条, 扁平细面条； （用意大利宽面条烹制的）白脱奶油面"
fettucini,,"n. 意大利宽面条, 扁平细面条； （用意大利宽面条烹制的）白脱奶油面"
fetu,,abbr. Federation of Entertainment Trade Unions 娱乐商业协会联盟
fetuin,,胎球蛋白
fetus,n. an unborn or unhatched vertebrate in the later stages of development showing the main recognizable features of the mature animal,"n. 胎儿\n[医] 胎, 胎儿"
fetus acardiacus,,[医] 无心畸胎
fetus amorphus,,[医] 不成形无心寄生胎畸胎
fetus compressus,,"[医] 压扁胎, 薄纸样胎"
fetus harleguin,,"[医] 斑色胎, 先天性鱼鳞癣胎儿"
fetus in fetu,,[医] 胎内胎
fetuses,n an unborn or unhatched vertebrate in the later stages of development showing the main recognizable features of the mature animal,"n. 胎, 胎儿( fetus的名词复数 )"
fetva,,n. 判决
fetvas,plural of fetva,(fetva 的复数) n. 判决
fetwa,,n. 判决
fetzer,, [人名] 费策尔
feu,"n. A free and gratuitous right to lands made to one for service\n   to be performed by him; a tenure where the vassal, in place of military\n   services, makes a return in grain or in money.","n. 永久租借, 封地"
feu de joie, A fire kindled in a public place in token of joy; a\n   bonfire; a firing of guns in token of joy.,"n. <法>大篝火,鸣枪礼(士兵列队依次鸣枪以庆胜利等)"
feucht,, [人名] 福伊希特; [地名] [德国] 福伊希特
feuchtwang,, [人名] 福伊希特万
feuchtwanger,, [人名] 福伊希特万格
feud,n. a bitter quarrel between two parties\nv. carry out a feud,"n. 不和, 封地, 争执\nvi. 长期不和, 擦亮"
feud with,,"与…争吵,与…有世仇"
feudal,a. of or relating to or characteristic of feudalism,"a. 封建制度的, 封地的, 领地的"
feudal baron,,"封建贵族,诸侯"
feudal court,,[法] 封建法院
feudal lord,, 封建领主; 封建主
feudal lordship,,[网络] 封建主权
feudal patriarchism,,[法] 封建宗法主义
feudal privileges,,[法] 封建特权
feudal system,,[经] 封建制度
feudalism,n. the social system that developed in Europe in the 8th century; vassals were protected by lords who they had to serve in war,"n. 封建主义, 封建制度"
feudalist,n. An upholder of feudalism.,"n. 封建主义者\n[法] 封建论者, 精通封建法的学者"
feudalistic,a of or relating to or characteristic of feudalism,"a. 封建制度的, 封建性的"
feudalists,plural of feudalist\nn. An upholder of feudalism.,"(feudalist 的复数) n. 封建主义者\n[法] 封建论者, 精通封建法的学者"
feudality,n. The state or quality of being feudal; feudal form or\n   constitution.,"n. 封建制度, 封建领地, 封地\n[法] 封建制度, 封建政体, 封地"
feudalization,,"n. 形成封建制度, 封建化"
feudalize,v. bring (a country or people) under feudalism,vt. 使形成封建制度
feudalized,imp. & p. p. of Feudalize,"v. 使成封建制度, 使封建化( feudalize的过去式和过去分词 )"
feudalizes,v bring (a country or people) under feudalism,"v. 使成封建制度, 使封建化( feudalize的第三人称单数 )"
feudalizing,p. pr. & vb. n. of Feudalize,"v. 使成封建制度, 使封建化( feudalize的现在分词 )"
feudally,r. in a feudal manner,adv. 如封建地
feudary,"a. Held by, or pertaining to, feudal tenure.\nn. A tenant who holds his lands by feudal service; a\n   feudatory.\nn. A feodary. See Feodary.","n. 封建领主, 封地"
feudatories,pl.  of Feudatory,"n. 封臣, 封地( feudatory的名词复数 )"
feudatory,a. of or pertaining to the relation of a feudal vassal to his lord\ns. owing feudal allegiance to or being subject to a sovereign,"a. 受有封地的, 封地的, 封臣的\nn. 封臣, 封地"
feuded,v carry out a feud,vi. 长期不和（feud的过去式与过去分词形式）
feudel law,,"[法] 封建法律, 封建法"
feuding,v carry out a feud,vi. 长期不和（feud的现在分词形式）
feudist,n. A writer on feuds; a person versed in feudal law.,"n. 结下世仇的人, 封建法学家\n[法] 封建主义者, 研究封建制的学者, 封建法学家"
feuds,n a bitter quarrel between two parties\nv carry out a feud,"n. 长期不和, 世仇( feud的名词复数 )"
feuer,, [人名] 福伊尔
Feuerbach,,"费尔巴哈(L.A., 1804-1872, 德国哲学家)"
feuerstein,, [人名] 福伊尔施泰因
feuerstein liver,,[医] 硫[黄]色肝
feuerzeig,, [人名] 福伊尔齐格
feuillants,"n. pl. A reformed branch of the Bernardines, founded in\n   1577 at Feuillans, near Toulouse, in France.",n. 费洋社（法国的政治会社）
feuille,,n. 树叶味\nn. (Feuille)人名；(法)弗耶
feuilles,plural of feuille,(feuille 的复数) n. 树叶味\nn. (Feuille)人名；(法)弗耶
feuilleton,"n. A part of a French newspaper (usually the bottom of the\n   page), devoted to light literature, criticism, etc.; also, the article\n   or tale itself, thus printed.","n. <法>报纸下面的专栏, 小品"
feuilletonism,,n. （法）专栏副刊；小品文 (feuilleton的变形)
feuilletonist,,"n. (欧洲报刊的)通俗文艺栏(或小品栏)作家,连载小说作家,通俗小说作家"
Feulgen,,"reaction [化]福尔根反应(染色反应, 可证明细胞中染色质的存在)"
Feulgen count,,[医] 福伊耳根氏计数
Feulgen method staining,,[医] 福侯耳根氏染色法(检染色质和去过氧核糖核酸)
Feulgen reaction,,[化] 福尔根氏反应\n[医] 福伊耳根氏反应(试验)(检脱氧核糖核酸)
feulgen stain,,[机] 福尔根染色
Feulgen's tests,,[医] 福伊耳根氏试验(检脱氧核糖核酸)
feulner,, [人名] 福伊尔纳
fev,,abbr. fever 发烧的; fevereiro (Portuguese=February) （葡萄牙语）二月; forced expiratory volume 强迫呼吸量; 用力呼气容积
fever,n. a rise in the temperature of the body; frequently a symptom of infection\nn. intense nervous anticipation,"n. 发烧, 发热, 热病\n[医] 发热, 热"
fever African tick,,"[医] 非洲蜱传热, 非洲回归热"
fever and sgue,,[医] 发热与寒战
fever blister,,"[医] 热病性疱疹, 单纯疱疹"
fever diet,,[医] 热病饮食
fever heat,,"发热, 狂热"
fever pitch,,"狂热, 极度兴奋"
fever therapy,,"[医] 发热疗法, 魏斯氏疗法"
fever thermometer,,[医] 体温计
fever treatment,,"[医] 发热疗法, 治疗性发热; 热病治疗法"
fever tree,, 金鸡纳树
fever-blister,,[医] 发热性疱疹
fever-tree,,[医] 蓝桉[树]
fevered,s. highly excited,"a. 发烧的, 激动的, 激昂的"
feveret,n. A slight fever.,n. 轻度发烧
feverfew,n. bushy aromatic European perennial herb having clusters of buttonlike white-rayed flower heads; valued traditionally for medicinal uses; sometimes placed in genus Chrysanthemum,"n. 小白菊\n[医] 龙牙草, 野甘菊"
fevering,p. pr. & vb. n. of Fever,vt. 引起发热（fever的现在分词形式）
feverish,s. marked by intense agitation or emotion\ns. having or affected by a fever,"a. 发热的, 极度兴奋的, 不安的"
feverish market,,[经] 狂热的市场
feverishly,r. in a feverish manner,adv. 兴奋地
feverishness,n. a rise in the temperature of the body; frequently a symptom of infection,n. 发烧;热病;疯狂
feverous,s having or affected by a fever,"a. 发烧的, 热病的"
feverously,adv. Feverishly.,adv. feverish的变形；feverous的变形
feverroot,n. coarse weedy American perennial herb with large usually perfoliate leaves and purple or dull red flowers,n. 抱茎莛子镳
fevers,n. a rise in the temperature of the body; frequently a symptom of infection\nn. intense nervous anticipation,n. 热（病）( fever的复数形式 ); 发烧; 一时的狂热; 激动不安
feversham,, [人名] 费弗沙姆
fevervine,,鸡矢藤
feverweed,,n. [植]刺芹属植物
feverwort,"n. See Fever root, under Fever.",n. [植]泽兰属植物
Fevold test,,[医] 费沃耳德氏试验(检弛缓素)
few,n. a small elite group\na. a quantifier that can be used with count nouns and is often preceded by `a'; a small but indefinite number,"a. 很少的, 不多的, 少数的\nn. 少数"
few and far between,,稀少
few-flowered leek,,[网络] 寡花韮
fewer,a. (comparative of `few' used with count nouns) quantifier meaning a smaller number of,a. 较少的
fewest,a. (superlative of `few' used with count nouns and usually preceded by `the') quantifier meaning the smallest in number,[计] 最少的
fewest-component strategy,,[计] 最少组元策略
fewkes,, [人名] [英格兰人姓氏] 富克斯 Foulkes的变体
fewness,n. the quality of being small in number,"n. 少, 少数"
fews,,abbr. follow-on early warning system 改进型预警系统
fewtrils,,"n. 小事, 少量, 琐碎东西"
fexi,,"呆小病者, 愚侏病者"
fexism,,"[医] 呆小病, 愚侏病, 克汀病"
fexitron,,冷阴极脉冲X射线管
fey,s. slightly insane,a. 注定要死的
feyenoord,,n. 费耶诺德
feyerabend,, [人名] 费耶拉本德
Feynman,n. United States physicist who contributed to the theory of the interaction of photons and electrons (1918-1988),"费曼(①姓氏 ②Richard Phillips, 1918-, 美国物理学家, 曾获1965年诺贝尔物理学奖)"
fez,n. a city in north central Morocco; religious center\nn. a felt cap (usually red) for a man; shaped like a flat-topped cone with a tassel that hangs from the crown,n. 土耳其无边毡帽
fezatione,,[化] 非扎硫酮; 苯噻硫酮
Fezzan,,费赞[利比亚西南部一地区]
fezzed,,非斯(摩洛哥北部城市)
fezzes,n. a city in north central Morocco; religious center\nn. a felt cap (usually red) for a man; shaped like a flat-topped cone with a tassel that hangs from the crown,n. 土耳其毡帽( fez的复数形式 )
FF,,"[计] 快进, 触发器, 换页"
FFA,,"国外货运代理人, 船边交货(价格)"
ffb,,abbr. fat-free body 脱脂体，无脂肪体
ffc,,"abbr. 柔性扁平电缆（flexible flat cable, 等于软性排线）；外资管理（Foreign Finances Control）"
ffd,, [医][=focal film distance]焦点胶片距离
ffdca,," [医][=Federal Food,Drug and Cosmetic Act]联邦食品、药物与化妆品法"
ffes,,abbr. Foam Fire Extinguishing System 泡沫灭火系统
ffestiniog,, [地名] [英国] 费斯廷约格
FFF,,[化] 场流分级法
ffff,,n. 飞行符（梦幻西游）；“土”字的五笔编码
ffg,,abbr. 燃油流量调节器（Fuel Flow Governor）；导弹护卫舰（等于Guided Missile Frigate）
ffi,,abbr. fuel-flow indicator 燃料流程监视器
ffl,,abbr. federal firearms license 联邦轻武器许可证; fixed and flashing 固定并闪光
ffm,, [医][=fat-free mass]脱脂物质，无脂肪物质
ffo,,abbr. funds from operations 运转资金; furnace fuel oil 锅炉燃料油，炉用燃油
ffps,, [医][=Fellow of the Faculty of Physicians and Surgeons]内外科医师学会会员
ffr,, [医][=facio-facial reflex]颜面-面反射
ffriction disk shock absorber,,[机] 摩擦盘减震器
Ffs,plural of FF,"(FF 的复数) [计] 快进, 触发器, 换页"
FFT,,[计] 快速傅里叶变换
ffts,, [医][=feto-fetal transfusion syndrome]胎儿-胎儿输血综合征
fg,,abbr. 悬浮式陀螺（Floated Gyro）；细粒（Fine-Grain）
FGA,,"国外一般代理人, 国外共同海损险, 共同海损不保在内"
fgb,, [医][=fully granulated basophil]全粒状嗜碱细胞
FGC,,[计] 第五代计算机
FGCS,,第五代计算机系统
FGD,,abbr. 烟气脱硫（Flue Gas Desulfurization）；火气探测（Fire & Gas Detection）；金融集团指令（Financial Group Directive）
fgetc,,从文件中获取一个字符
fgetchar,,从文件中读一个字符
fgets,,n. C语言中从文件中获取字符串函数
fgl,, [医][=full grown larva]完全成长的幼虫
FGM,,abbr. 野战制导导弹（Field Guided Missile）
fgn,, [医][=foreign]外国的，外来的
fgs,,abbr. fellow of the geological society <英>地质学会会员
FH,,"消防栓, 灭火龙头, 消防龙头\n[计] 文件处理器"
fha,n the federal agency in the Department of Housing and Urban Development that insures residential mortgages,abbr. 联邦住宅管理局（Federal Housing Administration）；美国未来家庭主妇协会（Future Homemakers of America）；联邦公路管理局（Federal Highway Adminstration）
FHD,,[计] 固定头磁盘
fhe,,abbr. Division of Family Health 家庭卫生司; fused-head-end 熔凝前端，端头熔接
fhi,,"abbr. Family Health International 家庭健康国际性组织; fibrous hamartoma of infancy 婴儿纤维性错构瘤; Fuji-Hakone-Izu (national park on Honshu, Japan) 日本本州国家公园; functional hearing impairment 功能性听力缺陷"
fhlbb,,abbr. Federal Home Loan Board <美>联邦住房贷款银行委员会
FHLMC,,联邦住房贷款抵押公司
fhm,,n. 男人帮杂志
fhp,,abbr. friction horsepower 摩擦[消耗]马力
fhr,,abbr. fetal heart rate 胎心率; fire-hose rack 消防水龙带架子
fhs,,abbr. fetal heart sounds 婴儿心跳声音
FHSA,,联邦危险物品法案（federal hazardous substances act）
Fhsas,plural of FHSA,(FHSA 的复数) 联邦危险物品法案（federal hazardous substances act）
fhwa,,abbr. Federal Highway Administration <美>联邦公路局
FI,,"[计] 格式标识码, 前端处理器接口\n[化] 场电离"
fi fa,,abbr. fieri facias (Latin=cause it to be done) （拉丁语）扣押债务人动产令
fi-lb,,[医] Ё磅
FIA,,[化] 流动注射分析
FIA-method,,[化] 荧光指示剂吸附法
fiacre,n. A kind of French hackney coach.,n. 小型出租马车
fial in one's duty,,[法] 失职
fiala,, [人名] 菲亚拉
fialka,, [人名] 菲亚尔卡
fialkow,, [人名] 菲阿尔科夫
fianc'ee,,[法] 未婚妻
fiance,n. a man who is engaged to be married,n. 未婚夫
fiancee,n. a woman who is engaged to be married,n. 未婚妻
fiancees,plural of fiancee\nn. a woman who is engaged to be married,(fiancee 的复数) n. 未婚妻
fianchetto,,"n. [棋]侧翼出动(指国标象棋开局着法中象的出子, 可先走""卒""为走""象""开路)"
fianl paste impression,,[医] 糊剂终印模
Fiann,,n. (爱尔兰传说中的)芬尼亚勇士团团员
Fianna,,n. 芬尼安运动员；爱尔兰勇士
fiano,, [地名] [意大利] 菲亚诺
fiant,,"[医] 制成, 作成"
fiap,,abbr. Fellow of the Institution of Analysts & Programmers 分析师与程序员协会会员
fiar,"n. One in whom the property of an estate is vested, subject to\n   the estate of a life renter.\nn. The price of grain, as legally fixed, in the counties of\n   Scotland, for the current year."," [计]= Fault Isolation Analysis Routine,故障隔离分析例程"
fiar field and no favor,,[法] 公正无私
fiard,,n. 低峡湾
fias,,abbr. free in and stowed 船方不负担装载费和理舱费
fiasco,n a sudden and violent collapse,"n. 惨败, 大失败"
fiascoes,pl.  of Fiasco,"n. 彻底失败, 惨败( fiasco的名词复数 )"
fiascos,n. a sudden and violent collapse,"n. 彻底失败, 惨败( fiasco的复数形式 )"
fiat,n a legally binding command or decision entered on the court record (as if issued by a court or judge),"n. 命令, 严命, 许可\n[医] 制成, 作成"
fiat lux,, 要有光明
fiat money,,[经] 不能兑换的纸币
fiats,n. a legally binding command or decision entered on the court record (as if issued by a court or judge),"n. 命令, 许可( fiat的复数形式 ); 菲亚特汽车（意大利品牌）"
fib,n. a trivial lie\nv. tell a relatively insignificant lie,"n. 小谎话\nvi. 撒小谎\nvt. 一击, 打"
fiba,,abbr. <法>Fédération Internationale de Basket-ball Amateur 国际业余篮球联合会
fibbed,imp. & p. p. of Fib,v. 撒小谎( fib的过去式和过去分词 )
fibber,n someone who tells lies,n. 撒小谎者\n[法] 惯撤小谎的人
fibbers,n. someone who tells lies,n. 惯撒小谎的人( fibber的复数形式 ); 撒小谎者
fibbing,p. pr. & vb. n. of Fib,v. 撒小谎( fib的现在分词 )
fibcrsope,,[电] 纤维镜
fiber,"n. a slender and greatly elongated substance capable of being spun into yarn\nn. any of several elongated, threadlike cells (especially a muscle fiber or a nerve fiber)\nn. a leatherlike material made by compressing layers of paper or cloth","n. 纤维, 构造, 纤维制品\n[化] 纤维"
fiber (diffraction) pattern,,[化] 纤维图; 纤维衍射图
fiber baskets,,[医] 纤维篮(视网膜)
fiber bundle,, 光学纤维束，纤维丛
fiber cells,,[医] 纤维细胞
Fiber Distributed Data Interface,,"[计] 高速局域网络标准, 光纤分布式数据接口"
fiber electrometer,,[电] 悬丝静电计
fiber forming,,[化] 成纤
fiber glass,,[计] 玻璃纤维
fiber needle,,[电] 纤维指针
fiber optic,, 光纤
fiber optic cable,, 光缆
fiber optics,,[计] 纤维光学
fiber optics probe,,[电] 光学纤维探针
fiber optics scrambler,,[电] 光学纤维收集器
fiber spinning from crystalline state,,[化] 液晶纺丝
fiber structure,,[化] 纤维结构
fiber tracts of spinal cord,,[医] 脊髓纤维束
fiber-,,n. 纤维；光纤（等于fibre）\nn. (Fiber)人名；(匈)菲贝尔
fiber-glass,, 玻璃纤维
fiber-optic,a. of or relating to fiber optics,[计] 光导纤维
fiber-optic bundles,,[电] 光学纤维包扎
fiber-optic cable,,[计] 光纤电缆
fiber-optic link,,[计] 光导纤维连接
fiber-optic local network,,[计] 光导纤维局部网
fiber-optic modem,,[计] 光纤调制解调器
fiber-optic transmission system,, 光纤传输系统
fiber-optics,, 光导纤维
fiber-optics transmission,,[计] 光导纤维传输
fiberarthroscopy,,纤维关节镜检查
fiberboard,n. wallboard composed of wood chips or shavings bonded together with resin and compressed into rigid sheets,n. 纤维板
fiberbronchoscope,,纤维支气管镜
fibercoloscope,,纤维结肠镜
fiberd,,"a. 有纤维的,纤维质的"
fiberduodenoscope,,纤维十二指肠镜
fibered,a. Alt. of Fibred,"a. 有纤维的, 纤维质的"
fiberendoscope,,纤维光束内窥镜
fiberesophagoscopy,,纤维食管镜检查
fiberfill,,n. 纤维填塞物
fibergastroduodenoscopy,,纤维胃十二指肠镜检查
fibergastroscope,,纤维胃镜
fibergastroscopy,,纤维胃镜检查术
fiberglas,,n. 玻璃纤维（玻璃丝）
fiberglass,n. a covering material made of glass fibers in resins,"n. 玻璃纤维, 玻璃丝\n[化] 玻璃纤维"
fibering,,纤维化
fiberize,,"vt.vi. (使)成纤维, (使)纤维化"
fiberized,,纤维化了的
fiberizer,,成纤器
fiberless,a. Alt. of Fibreless, [医]无纤维的
fiberlike,, [医]纤维样的
fibernet,, [计]光纤网
fiberoptic,a of or relating to fiber optics, [医]纤维光学的
fiberoptics,, [电工]纤维光学; [医]纤维光学：沿着镀膜平行玻璃或塑料可屈纤维束通过内反射传送影像
fiberoptronics,,纤维光电子学
fibers,"n a slender and greatly elongated substance capable of being spun into yarn\nn coarse, indigestible plant food low in nutrients; its bulk stimulates intestinal peristalsis\nn any of several elongated, threadlike cells (especially a muscle fiber or a nerve fiber)\nn the inherent complex of attributes that determines a persons moral and ethical actions and reactions\nn a leatherlike material made by compressing layers of paper or cloth",n. 纤维（fiber的复数）
fibers cerebrospinal,,[医] 脑脊髓纤维
fibers gold,,[医] 纤维金
fibers straight,,[医] 直纤维
fibers sweat,,[医] 催汗纤维
fibers ultraterminal,,"[医] 超终[板]纤维, 终板外纤维"
fibers. Korff's,,"[医] 科尔夫氏纤维, 生牙质纤维"
fiberscope,n. a flexible medical instrument involving fiber optics that is used to examine internal organs,n. 纤维镜
fibersigmoidoscopy,,纤维乙状结肠镜检查
fiberthoracoscopy,,纤维胸腔镜检查
fiberventriculoscopy,,纤维脑室镜检查
fibich,, [人名] 菲比希
Fibiger,,"菲比格 (Johannes, 1867-1928, 丹麦病理学家, 曾获1926年诺贝尔生理学-医学奖)"
Fibonacci,,[计] 斐波纳契
Fibonacci function,,[计] 斐波纳契函数
Fibonacci method,,"[计] 斐波纳契法, 黄金分割法"
Fibonacci number,,[计] 斐波纳契数
Fibonacci search,,[计] 斐波纳契检索
Fibonacci search method,,[化] 菲波那齐搜索法
Fibonacci sequence,,[计] 斐波纳契数列
Fibonacci series,,[计] 斐波纳契数列
Fibonacci string,,[计] 斐波纳契串
Fibonacci tree,,[计] 斐波纳契树
fiborinogen,,[机] 丝心蛋白原
fibormectomy,,纤维瘤切除术
fibr-,,表示“纤维”之义
fibra,,[医] 纤维
fibra adamantina,,[医] 釉质纤维
fibracillin,,非布拉西林
fibrae,,[医] 纤维
fibrae arcuatae cerebri,,[医] 大脑弓状纤维
fibrae arcuatae externae,,[医] 外弓状纤维
fibrae arcuatae externae dorsales,,[医] 后外弓状纤维
fibrae arcuatae externae ventrales,,[医] 前外弓状纤维
fibrae arcuatae internae,,[医] 内弓状纤维
fibrae auricalae,,[医] 耳垂
fibrae cerebelloolivares,,[医] 齿核橄榄束
fibrae circulares,,[医] 环状纤维
fibrae corticonucleares,,"[医] 皮质核纤维, 皮质延髓束"
fibrae corticopontinae,,"[医] 皮质脑桥纤维, 皮质脑桥束"
fibrae corticospinales,,[医] 皮质脊髓束
fibrae horizontales,,[医] 水平纤维
fibrae intercrurales,,[医] 脚间纤维
fibrae lentis,,[医] 晶状体纤维
fibrae marginatae,,[医] 缘纤维
fibrae meridionales,,"[医] 经线纤维, 子午纤维"
fibrae nasi,,[医] 鼻翼
fibrae obliquae,,[医] 斜纤维(胃)
fibrae pantis superficiales,,[医] 脑桥浅纤维
fibrae perventriculares,,[医] [脑]室周[围]纤维
fibrae pontis profundae,,[医] 脑桥深纤维
fibrae pontis transversae,,[医] 脑桥横纤维
fibrae primitiva,,[医] 轴索
fibrae propriae,,[医] 大脑弓状纤维
fibrae pyramidales,,"[医] 锥体纤维, 椎体束"
fibrae sanguis,,[医] [血]纤维蛋白
fibrae striarium medullarium,,[医] 髓纹纤维
fibrae suspensoriae,,[医] 悬纤维(晶状体)
fibrae terminalis,,[医] 终纤维
fibrae zonulares,,[医] 小带纤维
fibrage,,[纺]纤维编织
fibralbumin,,[医] 球蛋白(旧名)
fibranne,,n. [纺]黏胶短纤维(织物)
fibration,,纤维化; 纤维形成
fibrator,,纤维离解机
fibratus,,毛状云
fibrauretine,,黄藤素
fibre,"n a slender and greatly elongated substance capable of being spun into yarn\nn any of several elongated, threadlike cells (especially a muscle fiber or a nerve fiber)\nn the inherent complex of attributes that determines a persons moral and ethical actions and reactions\nn a leatherlike material made by compressing layers of paper or cloth","n. 纤维, 构造, 纤维制品\n[化] 纤维"
fibre bundle,, 光纤束，纤维束
fibre glass,,n. 玻璃纤维
fibre optic cable,, 光缆，光纤电缆
fibre optics,,纤维光学
fibre reinforced composite,,[化] 纤维增强复合材料
fibre reinforced concrete,,[化] 纤维增强混凝土
fibre spinning,,[化] 纺丝; 抽丝
fibre staining,,[化] 纤维着色
fibre-covered plywood,,[化] 纤维面胶合木板
fibre-optic,a of or relating to fiber optics, 光导纤维的
fibre-optic transmission system,, 光纤传输系统
fibreboard,n wallboard composed of wood chips or shavings bonded together with resin and compressed into rigid sheets,n. 纤维板
fibreboards,plural of fibreboard\nn wallboard composed of wood chips or shavings bonded together with resin and compressed into rigid sheets,(fibreboard 的复数) n. 纤维板
fibrecord,,纤维绳索
fibred,a. Having fibers; made up of fibers.,"a. 有纤维的, 纤维质的"
fibrefill,,n. (填塞用的)合成纤维棉絮
fibreglass,n a covering material made of glass fibers in resins,n. 玻璃纤维\n[化] 玻璃纤维; 玻璃丝
fibreglass reinforced plastics,,[化] 玻璃纤维增强塑料
fibreglassing,-ing form of fibreglass\nn a covering material made of glass fibers in resins,(fibreglass 的现在分词) n. 玻璃纤维\n[化] 玻璃纤维; 玻璃丝
fibreless,a. Having no fibers; destitute of fibers or fiber.,a. 无纤维的
fibrelike texture,,[化] 纤维状结构
fibremeter,,纤维定量喂给控制装置
fibremia,,[医] 纤维蛋白血症
fibreoptic,a of or relating to fiber optics," [医]光导纤维的, 纤维光学"
fibreoptics,,na. 纤维光学；用于纤维光学的纤维\n[网络] 光纤；光导纤维传送
fibres,"n. a slender and greatly elongated substance capable of being spun into yarn\nn. any of several elongated, threadlike cells (especially a muscle fiber or a nerve fiber)\nn. the inherent complex of attributes that determines a persons moral and ethical actions and reactions",n. （动植物的）纤维( fibre的复数形式 ); 纤维质
fibrescope,,n. 纤维镜
fibrid,,n. 纤条体(特制的合成短纤维)
fibriform,a. Having the form of a fiber or fibers; resembling a\n   fiber.,a. 纤维状的\n[医] 纤维状的
fibriilar,,"[医] 原纤维的, 纤丝的"
fibril,n. a very slender natural or synthetic fiber,"n. 小纤维, 须根\n[化] 原纤"
fibril acid,,[医] 神经纤维酸
fibril blepharoplastic,,[医] 毛基体纤维
fibril cardiac muscle,,[医] 心肌原纤维
