word,definition,translation
egesting,v eliminate from the body,v. 排泄( egest的现在分词 )
egestion,n. Act or process of egesting; a voiding.,[医] 排泄
egestive,,a. egest的变形
egests,v eliminate from the body,v. 排泄( egest的第三人称单数 )
egf,,abbr. 上表皮生长因素（Epidermal Growth Factor）
EGF-Urogastrone,,[化] 尿抑胃激素
egfr,, [医][=epidermal growth factor receptor]表皮生长因子受体
egg,n. animal reproductive body consisting of an ovum or embryo together with nutritive and protective envelopes; especially the thin-shelled reproductive body laid by e.g. female birds\nn. oval reproductive body of a fowl (especially a hen) used as food\nv. throw eggs at\nv. coat with beaten egg,"n. 蛋, 卵\nvt. 挑唆, 煽动, 调蛋黄"
egg albumin,,"[化] 卵清蛋白; 卵白蛋白\n[医] 卵白蛋白, 卵清蛋白"
egg albumin agar,,[医] 卵蛋白琼脂
egg albumin culture-medium,,[医] 卵蛋白培养基
egg albumin precipitin,,[医] 蛋白沉淀素
egg ball,,[医] 卵球
egg capsule,,"[医] 卵囊, 卵袋"
egg case,, 卵鞘; 蛋箱
egg cell,,卵细胞
egg cells,,[医] 卵细胞
egg covering,,[医] 卵膜
egg cream,, 全蛋液
egg culture-medium,,[医] 鸡蛋培养基(斜面)(培养结核菌或白喉杆菌)
egg cup,, 蛋杯
egg en cocotte,,[网络] 鸡蛋cocotte
egg envelope,,[医] 卵膜
egg flip,, (由蛋、牛奶、糖和酒搅拌而成的)蛋奶酒[亦作eggnog]
egg foo yong,,[美国英语] 【烹饪】 (美国化了的中国) (炒) 芙蓉蛋(内放洋葱、豆芽、虾仁或肉糜) [亦作egg fu yung]
egg fu yung,,=egg foo yung
egg laying,, 下蛋，产蛋，产卵
egg meat culture-medium,,[医] 蛋肉培养基(培养厌氧细菌)
egg membranes,,[医] 卵膜
egg mother cells,,[医] 卵母细胞
egg noodle,, 鸡蛋宽面（条）
egg nuclei,,[医] 卵核
egg oil,,[化] 蛋黄油
egg on,,"vt. 鼓动, 怂恿; 撺掇; 撺弄; 鼓捣"
egg raft,,[医] 卵筏(昆虫)
egg report,,[经] 蛋类报告
egg roll,, <美>炸春卷; 蛋卷
egg sb. on to,,"怂恿某人, 煽动某人"
egg shell,,[医] 卵壳
egg shell nail,,[医] 蛋壳状甲
egg timer,,n. 煮蛋计时器
egg tooth,, 卵齿
egg water,,"[医] 蛋水(无脊椎动物卵所浸泡的水,其中含有生理活性物质)"
egg white,,n. 蛋白
egg yellow reaction,,[医] 蛋黄反应(检肺炎)
egg yolk,,[化] 蛋黄
egg yolk agar,,[医] 卵黄琼脂
egg yolk culture-medium,,"[医] 卵黄培养基, 卵黄琼脂"
egg-albumen bouillon,,[医] 蛋白肉汤
egg-and-anchor,,[网络] 蛋和锚
egg-and-dart,,n. 卵锚饰
egg-and-spoon race,," 汤匙盛蛋赛跑（通常为儿童比赛, 赛跑者须手持盛鸡蛋的汤匙）"
egg-and-tongue,,na. 卵锚相间图案的花饰
egg-bound,,a. (禽类)难产的
egg-box,,装蛋箱\n盒装鸡蛋
egg-boxes,plural of egg-box,(egg-box 的复数) 装蛋箱\n盒装鸡蛋
egg-cell,,[细胞] 卵细胞
egg-cells,plural of egg-cell,(egg-cell 的复数) [细胞] 卵细胞
egg-chamber,,[医] 卵室
egg-crate,,n. 装鸡蛋的条板箱
egg-cup,,"蛋杯, 分（蛋）黄杯"
egg-cups,plural of egg-cup,"(egg-cup 的复数) 蛋杯, 分（蛋）黄杯"
egg-filled,,[网络] 充满鸡蛋
egg-head,,"n. 知识分子, 有学问的人"
egg-heads,plural of egg-head,"(egg-head 的复数) n. 知识分子, 有学问的人"
egg-layer,,n. 生育机器
egg-layers,plural of egg-layer,(egg-layer 的复数) n. 生育机器
egg-laying,, [医]产卵
egg-laying mammal,,[网络] 哺乳动物
egg-nest,,[医] 卵球
egg-nog,,"[医] 蛋黄乳, 蛋酒"
egg-producing,,[网络] 产蛋
egg-rolling,,鸡蛋卷
egg-sac,,卵鞘；[无脊椎] 卵囊
egg-sacs,plural of egg-sac,(egg-sac 的复数) 卵鞘；[无脊椎] 卵囊
egg-shape,,"[禽] 卵形, 蛋型"
egg-shaped,s. rounded like an egg,a. 蛋形的
egg-shapes,plural of egg-shape,"(egg-shape 的复数) [禽] 卵形, 蛋型"
egg-shell,, [医]鸡子壳
egg-shells,plural of egg-shell,(egg-shell 的复数)  [医]鸡子壳
egg-spoon,,"n. 吃煮蛋的小匙, 蛋匙"
egg-timer,,n. 煮蛋计时器
egg-timers,,n. 煮蛋计时器(约3分钟漏尽的沙漏) [亦作egg timer]
egg-whisk,,n. 搅蛋器
egg-white,,n. 蛋白，蛋清
egg-white injury,,[医] 生物素缺乏
egg-white protein,,[化] 卵清蛋白; 卵白蛋白
egg-white syndrome,,[医] 卵白综合征
eggan,, [人名] 埃根; [地名] [尼日利亚] 埃甘
Eggar,n. moth having nonfunctional mouthparts as adults; larvae feed on tree foliage and spin egg-shaped cocoons,"幼虫食叶子的蛾类,搜集鸡蛋的人"
Eggars,plural of Eggar\nn. moth having nonfunctional mouthparts as adults; larvae feed on tree foliage and spin egg-shaped cocoons,"(Eggar 的复数) 幼虫食叶子的蛾类,搜集鸡蛋的人"
eggbeater,n. a mixer for beating eggs or whipping cream,n. 打蛋器
eggcup,n. dishware consisting of a small cup for serving a boiled egg,n. 蛋杯
eggcups,n. dishware consisting of a small cup for serving a boiled egg,n. 蛋杯（吃鸡蛋用的）
eggdrop soup,, 鸡蛋肉汤
egged,v throw eggs at\nv coat with beaten egg,"v. 煽动, 挑唆；用蛋黄蛋白调拌（egg的过去分词形式）"
egger,n moth having nonfunctional mouthparts as adults; larvae feed on tree foliage and spin egg-shaped cocoons,"幼虫食叶子的蛾类,搜集鸡蛋的人"
eggers,, 埃格斯
eggert,, [人名] 埃格特; [地名] [冰岛] 埃盖特山
eggfruit,, 蛋黄果
egghead,n. an intellectual; a very studious and academic person,"n. 有知识的人, 受过高等教育的人, 自以为有大学问的人"
eggheaded,,"a. 书呆子的,书生气十足的"
eggheadedness,,n. 书呆子
eggheads,n. an intellectual; a very studious and academic person,"n. 有知识者, 受过高等教育的人, 理论家( egghead的复数形式 )"
egghot,"n. A kind of posset made of eggs, brandy, sugar, and ale.", [医]热鸡蛋酒
egging,p. pr. & vb. n. of Egg,"vt. 煽动, 怂恿（egg的现在分词形式）\nn. 在烹调中将蛋混入或敷在食品表面"
eggler,"n. One who gathers, or deals in, eggs.",abbr. egg+dealer (an egg dealer) 鸡蛋经销商
eggless,,不产卵的
Eggleston,,n. (Eggleston)人名；(英)埃格尔斯顿
Eggleston's method,,[医] 埃格斯顿氏法(快速洋地黄疗法)
eggleton,," [人名] [英格兰人姓氏] 埃格尔顿住所名称，来源于古英语人名，含义是“刃，尖+狼”(edge,point+wolf)+古英语，含义是“圈用地，居留地”(enclosure,settlement)"
eggnog,n. a punch made of sweetened milk or cream mixed with eggs and usually alcoholic liquor,n. （—杯）蛋奶酒; 蛋酒
eggplant,n. egg-shaped vegetable having a shiny skin typically dark purple but occasionally white or yellow\nn. hairy upright herb native to southeastern Asia but widely cultivated for its large glossy edible fruit commonly used as a vegetable,n. 茄子
eggplant bush,,[网络] 茄子布什
eggplants,n. egg-shaped vegetable having a shiny skin typically dark purple but occasionally white or yellow\nn. hairy upright herb native to southeastern Asia but widely cultivated for its large glossy edible fruit commonly used as a vegetable,n. 茄子( eggplant的复数形式 )
eggs,n oval reproductive body of a fowl (especially a hen) used as food\nn animal reproductive body consisting of an ovum or embryo together with nutritive and protective envelopes; especially the thin-shelled reproductive body laid by e.g. female birds\nn oval reproductive body of a fowl (especially a hen) used as food\nn one of the two male reproductive glands that produce spermatozoa and secrete androgens\nv throw eggs at\nv coat with beaten egg,n. 鸡蛋；蛋（egg的复数形式）
eggs Benedict,,"班尼迪克蛋；浇有荷兰沙司的火腿蛋吐司, 火腿蛋松饼"
eggshake,,[网络] 蛋糕
eggshell,n the exterior covering of a bird's egg,n. 蛋壳
eggshells,n. the exterior covering of a bird's egg,"n. 蛋壳, 易碎的东西( eggshell的复数形式 )"
eggwhisk,,n. 打蛋器\n[网络] 搅蛋器
eggwhites,,n. 蛋白
eggy,,a. 含有（打过的）蛋的； 有蛋的味道的
eggyolk sputhum,,[医] 卵黄样痰
egholm,, [地名] [丹麦] 艾岛
egi,," [计]= End-of-Group Indicator,组尾指示符"
egidio,, [人名] 埃吉迪奥
egil,, [人名] 埃吉尔
egilops,n. See Aegilops.,n. [医]内脓肿穿破
egis,n armor plate that protects the chest; the front part of a cuirass,"n. 保护, 维护"
eglaf,A word that literally has no meaning. It can be used in place of any word\n> I eglaffed on your mom's face\n> That guy's such an eglaf.\n> Do you own an eglaf?\n,
eglandular,,[医] 无腺的
eglandulose,a. Alt. of Eglandulous," [医]无腺体的, 无腺的"
eglandulous,a. Destitute of glands.,[医] 无腺的
eglantine,n Eurasian rose with prickly stems and fragrant leaves and bright pink flowers followed by scarlet hips,n. 多花蔷薇\n[化] α-甲苯甲酸异丁酯; 苯乙酸异丁酯
eglatere,n. Eglantine.,n. [废语]=eglantine
egle,, [人名] 埃格尔
egles,plural of egle,(egle 的复数)  [人名] 埃格尔
egleston,, [人名] [英格兰人姓氏] 埃格尔斯顿 Eggleston的变体
eglestonite,,n. [矿]氯汞矿
Eglevsky,,[网络] 埃格列夫斯基
Egli's glands,,[医] 埃格利氏腺(输尿管粘液腺)
eglin,, [医]水蛭（蛋白酶）抑制剂[可抑制弹性蛋白酶、组织蛋白酶G等]
egling,n. The European perch when two years old., [地名] [德国] 埃格灵
Eglinton,,n. (Eglinton)人名；(英)埃格林顿
eglise,,n. (Eglise)人名；(法)埃格利斯
eglises,-s form of eglise,(eglise 的第三人称 -s形式) n. (Eglise)人名；(法)埃格利斯
egloff,, [人名] 埃格洛夫
eglomise,,n. 镜画
Egmont,,埃格蒙特（男子名）
egner,, [人名] 埃格纳
ego,n. an inflated feeling of pride in your superiority to others\nn. (psychoanalysis) the conscious mind,n. 自我\n[医] 自我
ego ideal,,[医] 自我理想
ego instinct,,[医] 自我本能
ego libido,,"[医] 自爱欲, 恋己癖"
ego libldo,,"[医] 自爱欲, 恋己癖"
ego trip,,n. 追求个人满足
ego-dystonic,, [医]自我矛盾的，自我排斥与失谐的
ego-ideal,, 自我理想
ego-involvement,, 自我投入
ego-state,,自我状态
ego-states,plural of ego-state,(ego-state 的复数) 自我状态
ego-surfing,," 自我冲浪, 自我搜寻 （在互联网上搜索提及自己名字的网页）"
ego-trip,,n. 追求个人满足
ego-tripper,,"n. 追名逐利者；营私谋利者；自吹自擂的人；自大自负的人, 自大狂者, 自命不凡的人, 自我表现的人"
ego-trips,plural of ego-trip,(ego-trip 的复数) n. 追求个人满足
egoboo,,n. 自我赏识
egobronchophony,,[医] 支气管羊音
egocentric,n. a self-centered person with little regard for others,"a. 自我中心的, 利己主义的\nn. 利己主义者"
egocentrically,, 自我中心地; 利己地
egocentricities,plural of egocentricity,"(egocentricity 的复数) n. 自我中心, 自私自利\n[医] 自我中心"
egocentricity,,"n. 自我中心, 自私自利\n[医] 自我中心"
egocentrics,plural of egocentric\nn. a self-centered person with little regard for others,"(egocentric 的复数) a. 自我中心的, 利己主义的\nn. 利己主义者"
egocentrism,n concern for your own interests and welfare,"[医] 利己主义, 唯我主义"
egodefense,,n. <美>[心] 自我防御
egodystonic,,"a. [心]自我失调的,与自我不相容的"
egoeroticism,,[医] 自体性欲
egoinvolvement,,n. [心]自我介入(精神分析学派用语)
egoism,n. (ethics) the theory that the pursuit of your own welfare in the basis of morality\nn. concern for your own interests and welfare,"n. 自我主义, 利己主义"
egoisms,plural of egoism\nn. (ethics) the theory that the pursuit of your own welfare in the basis of morality\nn. concern for your own interests and welfare,"(egoism 的复数) n. 自我主义, 利己主义"
egoist,n a conceited and self-centered person\nn a self-centered person with little regard for others,"n. 自我主义者, 利己主义者"
egoistic,a. limited to or caring only about yourself and your own needs,"a. 自我中心的, 自私自利的"
egoistic hedonism,, 利己享乐主义
egoistical,a limited to or caring only about yourself and your own needs,"a. 自我中心的, 自私自利的"
egoistically,adv. In an egoistic manner.,"adv. 利己地, 任性地"
egoists,n. a conceited and self-centered person\nn. a self-centered person with little regard for others,n. 自我主义者( egoist的复数形式 )
egoless,,"[计] 无私的, 无我的, 他人的"
egoless programming,,"[计] 非自我程序设计, 他人编程"
egolf,, [人名] 埃戈夫
egomania,n. an intense and irresistible love for yourself and concern for your own needs,"n. 极端利己, 自大狂\n[医] 利己狂, 自尊癖"
egomaniac,n. an abnormally egotistical person,n. 极端利己主义者
egomaniacal,,a. 极端利己的
egomaniacally,,adv. 极端利己地
egomaniacs,n. an abnormally egotistical person,"n. 极端利己主义者, 极端自我主义者, 自大狂( egomaniac的复数形式 )"
Egon,,埃贡（人名）
egophonic,"a. Belonging to, or resembling, egophony.",[医] 羊音的
egophony,"n. The sound of a patient's voice so modified as to resemble\n   the bleating of a goat, heard on applying the ear to the chest in\n   certain diseases within its cavity, as in pleurisy with effusion.",[医] 羊音
egor,,abbr. experimental gas-cooled reactor 实验用气冷式反应堆
egos,n. an inflated feeling of pride in your superiority to others\nn. your consciousness of your own identity\nn. (psychoanalysis) the conscious mind,"n. 自我, 自尊, 自负( ego的复数形式 )"
egosyntonic,,[医] 自我协调的
egotictic,,"以自我为中心的,任性的"
egotism,n. an exaggerated opinion of your own importance,"n. 自我中心癖, 自负\n[医] 利己主义, 唯我主义"
egotist,n. a conceited and self-centered person,n. 自我中心主义者
egotistic,s. characteristic of those having an inflated idea of their own importance,"a. 自我本位的, 自负的"
egotistical,s characteristic of those having an inflated idea of their own importance\ns characteristic of false pride; having an exaggerated sense of self-importance,"a. 自我本位的, 自负的"
egotistically,adv. With egotism.,"adv. egotistic, egotistical的变形"
egotists,n. a conceited and self-centered person,n. 自我中心主义者( egotist的复数形式 )
egotize,v. i. To talk or write as an egotist.,vi. 过分强调自我
egotized,imp. & p. p. of Egotize,vi. 过分强调自我
egotizing,p. pr. & vb. n. of Egotize,vi. 过分强调自我
egotrip,v act in a way that attracts attention,"vi.追名逐利,自私地行事, 表现自己"
egotripping,,"n. 自我陶醉行为, 自感优越行为"
egotropic,,[医] 自我中心的
EGP,,"[计] 外部网关路由协议, 外部网关协议"
egpyt,,n. 埃及
egr,, [医][=erythema gyratum repens]（拉）匐行性回状红斑
egranulose,"a. Having no granules, as chlorophyll in certain\n   conditions.", [医]无小颗粒的
egre,"a. Sharp; bitter; acid; sour.\na. & n. See Eager, and Eagre.", 涨潮
egregious,s conspicuously and outrageously bad or reprehensible,"a. 异乎寻常的, 过分的, 惊人的"
egregiously,"adv. Greatly; enormously; shamefully; as, egregiously\n   cheated.","adv. 过份地, 卓越地"
egregiousness,n. The state of being egregious.,过份
egregorsis,,"[医] 熟睡不能, 酣睡不能"
egremont,, [人名] 埃格雷蒙特; [地名] [加拿大、英国] 埃格勒蒙特
egress,n. (astronomy) the reappearance of a celestial body after an eclipse\nn. the act of coming (or going) out; becoming apparent,"n. 出口, 外出\nvi. 外出"
egressed,n. (astronomy) the reappearance of a celestial body after an eclipse\nn. the act of coming (or going) out; becoming apparent,"n. 出口, 外出\nvi. 外出"
egresses,n. (astronomy) the reappearance of a celestial body after an eclipse\nn. the becoming visible\nn. the act of coming (or going) out; becoming apparent,n. 外出；出口\nvi. 外出\nvt. 使外出
egressing,n. (astronomy) the reappearance of a celestial body after an eclipse\nn. the act of coming (or going) out; becoming apparent,"n. 出口, 外出\nvi. 外出"
egression,n the act of coming (or going) out; becoming apparent,n. 外出
egret,n. any of various usually white herons having long plumes during breeding season,n. 白鹭
egrets,plural of egret\nn. any of various usually white herons having long plumes during breeding season,(egret 的复数) n. 白鹭
Egretta,,[网络] 白鹭属；飘兵鲂鮄
Egretta albus,,[网络] 白鹭albus
Egretta caerulea,,[网络] 苍鹭
Egretta garzetta,,白鹭
Egretta thula,,[网络] 雪鹭；小白鹭
egri,, [医][=enterogastric reflux index]胃肠回流指数
egrp,,abbr. exterior gateway routing protocol 外部网关路由协议
egs,plural of eg,(eg 的复数) abbr. [拉]例如（exempli gratia）；[网络用语]邪恶的笑（Evil Grin）
EGTA,,[化] 乙二醇双(2-氨基乙醚)四乙酸
egtazic acid,,[化] 依他酸
egtism,,自负
egu,,abbr. English Golf Union <英国>英格兰高尔夫球联合会
egueite,,球磷钙铁矿
eguttulate,,a. 无斑点的
Egypt,n. a republic in northeastern Africa known as the United Arab Republic until 1971; site of an ancient civilization that flourished from 2600 to 30 BC,n. 埃及
egyptair,, 埃及航空公司
Egyptian,n. a native or inhabitant of Egypt\nn. the ancient and now extinct language of Egypt under the Pharaohs; written records date back to 3000 BC\na. of or relating to or characteristic of Egypt or its people or their language,"n. 埃及人\na. 埃及的, 埃及人的"
Egyptian anemia,,"[医] 钩虫病贫血, 钩[口线]虫病"
Egyptian bean,,【植物】莲子
Egyptian blue,,[化] 埃及蓝(主要成分为硅酸铜)
Egyptian capital,,un. 埃及式柱头
Egyptian cat,,[网络] 埃及猫
Egyptian cobra,,[网络] 埃及眼镜蛇
Egyptian corn,,[网络] 埃及高粱
Egyptian cotton,,埃及棉
Egyptian darkness,,"漆黑,墨黑"
Egyptian deity,,[网络] 埃及神
Egyptian Empire,,[网络] 埃及帝国
Egyptian grass,,[网络] 埃及草
Egyptian hematuria,,[医] 膀胱裂体吸虫病
Egyptian henbane,,[网络] 埃及henbane
Egyptian intestinal fluke,,[医] 埃及肠吸虫
Egyptian Islamic Jihad,,[网络] 埃及伊斯兰圣战组织；埃及穆斯林圣战组织
Egyptian lupine,,[网络] 埃及羽扇豆
Egyptian monetary unit,,[网络] 埃及货币单位
Egyptian onion,,[网络] 埃及洋葱
Egyptian paper reed,,[网络] 埃及纸芦苇
Egyptian paper rush,,[网络] 埃及纸浪潮
Egyptian pea,,[网络] 埃及豌豆
egyptian pound,,[经] 埃及镑
Egyptian rat,,"[医] 埃及鼠, 屋顶鼠"
Egyptian senna,,"[医] 埃及番泻叶, 亚历山大番泻叶"
Egyptian splenomegaly,,[医] 曼森氏血吸虫病性脾大
Egyptian vulture,,[网络] 埃及秃鹰；白兀鹫；埃及鹰
Egyptian water lily,,[网络] 埃及睡莲
Egyptianism,,"n. 埃及之特征, 埃及人之特征"
Egyptianization,,n. 埃及化
Egyptianize,,v. 使埃及化
egyptians,n a native or inhabitant of Egypt\nn the ancient and now extinct language of Egypt under the Pharaohs; written records date back to 3000 BC,n. 埃及人
egyptological,"a. Of, pertaining to, or devoted to, Egyptology.",a. Egyptology的变形
Egyptologist,n. an archeologist who specializes in Egyptology,n. 埃及文物学者
Egyptologists,plural of Egyptologist\nn. an archeologist who specializes in Egyptology,(Egyptologist 的复数) n. 埃及文物学者
Egyptology,n. archeology of ancient Egyptian artifacts,n. 埃及文物学
eh,interj. An expression of inquiry or slight surprise.,interj. 啊!嗯!是吗?好吗?\n[医] 氧化还原电位
eha,, [医][=education of the handicapped act]残疾人教育法
Ehadhamen,,[网络] 伊哈达门
ehb,,abbr. Environmental Hearing Board 环境听觉部; European homograft bank 欧洲同种移植库
ehc,, [医][=enterohepatic circulation]肝肠循环
ehd,,abbr. electrohydrodynamics 电流体动力学
ehe,, [医][=elastica hematoxylin cosin]弹性树胶苏木精曙红
ehemism,,"[医] 化学[反应]历程, 化学机制, 化学作用"
ehemoreflex,,[医] 化学反射
ehes,,abbr. Environmental Health Engineering Services (USA) 环境健康工程服务部（美国）
EHF,n 30 to 300 gigahertz,极高频
ehh,,abbr. 食管裂孔疝（esophageal hiatal hernia）；高压对光栅行幅（场幅）的影响
ehi,,n. (Ehi)人名；(日)惠比 (姓)
ehilo-,,[医] 唇
ehl,, [医][=effective half-life(of radioactive substances)]（放射性物质的）有效半衰期
ehle,, [人名] 埃勒; [地名] [德国] 埃勒河
ehlen,, [地名] [德国] 埃伦
ehler,, [人名] 埃勒
ehlers,, [人名] 埃勒斯
Ehlers-Danlos disease,,"[医] 埃-当二氏病, 当洛斯氏综合征(四联征)"
Ehlers-Danlos syndrome,,"[医] 埃-当二氏综合征, 当洛斯氏综合征(四联症)"
ehlert,, [人名] 埃勒特
EHLLAPI,,仿真高级语言应用程序编程接口
ehm,,abbr. eggs per hen per month 每鸡每月蛋数
ehmann,, [人名] 埃曼
EHMO,,[化] 推广的休克尔分子轨道法
ehn,,abbr. Exploring Human Nature 人性探索
eho,, [医][=extrahepatic obstruction]肝外阻塞
ehos,plural of eho,(eho 的复数)  [医][=extrahepatic obstruction]肝外阻塞
EHP,,abbr. 有效马力（effective horsepower）
ehr,,abbr. enhanced reflector 放大反射镜
Ehrard's butter,,[医] 埃德拉氏试验(检伪装耳聋)
ehren,, [地名] [美国] 埃伦
ehrenberg,, [人名] 埃伦伯格; [地名] [美国] 埃伦伯格
ehrenburg,, [地名] [德国] 埃伦堡
ehrenfeld,, [人名] 埃伦费尔德; [地名] [德国] 埃伦费尔德
ehrenhalt,, [人名] 埃伦霍尔特
ehrenkranz,, [人名] 埃伦克兰茨
ehrenreich,, [人名] 埃伦赖希
ehrenreichs,plural of ehrenreich,(ehrenreich 的复数)  [人名] 埃伦赖希
Ehrenritter's ganglia,,"[医] 埃伦里特氏神经节, 舌咽神经上节"
Ehrenritter's ganglion,,"[医] 埃伦里特氏神经节(舌咽神经上节,舌咽神经颈静脉节)"
ehret,, [人名] 埃雷特
Ehret's disease,,"[医] 埃勒特氏病(腓骨肌麻痹,伴有对抗肌收缩现象)"
Ehret's phenomenon,,[医] 埃勒特氏现象(示舒张期血压)
ehrhardt,, [地名] [美国] 伊尔哈特
ehrhart,, [人名] 埃尔哈特
ehrich,, [人名] 埃里克
ehrig,, [人名] 埃里格
ehrle,, [人名] 埃尔勒
ehrlich,n. German bacteriologist who found a `magic bullet' to cure syphilis and was a pioneer in the study of immunology (1854-1915),n. 欧利希（德国细菌学家）
Ehrlich 1206,,"[医] 欧利希氏一二零六, 新胂凡纳明"
Ehrlich 5,,"[医] 欧利希氏五, 盐酸氧苯胂"
Ehrlich 594,,"[医] 欧利希氏五九四, 阿西塔索(3-乙酰氨基-4-羟基苯胂酸)"
Ehrlich 606,,[医] 欧利希氏六零六(胂凡纳明)
Ehrlich 914,,"[医] 欧利希氏九一四, 新胂凡纳明"
Ehrlich acid hematoxylin,,[医] 欧利希氏酸性苏木素
Ehrlich anemia,,"[医] 欧利希氏贫血, 再生障碍性贫血"
Ehrlich aniline-oil stains,,[医] 欧利希氏苯胺油染剂
Ehrlich benzaldehyde reaction,,[医] 欧利希氏苯甲醛反应(检尿胆素原)
Ehrlich cells,,"[医] 欧利希氏细胞, 嗜曙红细胞"
Ehrlich diazo reaction,,[化] 埃利希重氮反应
Ehrlich inner body,,[医] 欧利希氏内含体
Ehrlich preparation,,"[医] 欧利希氏制剂, 洒尔佛散"
Ehrlich side-chain theory,,[医] 欧利希氏侧链学说
Ehrlich solution,,[医] 欧利希氏溶液(硷性苯胺色素溶于苯胺油及水中)
Ehrlich stain,,[医] 欧利希氏染剂
Ehrlich triacid stain,,[医] 欧利希氏三酸染剂(检血)
Ehrlich triple stain,,[医] 欧利希氏三色染剂
Ehrlich's acid hematoxylin stain,,[医] 欧利布氏酸性苏木精染剂(染核)
Ehrlich's biochemical theory,,[医] 欧利希氏生物化学理论
Ehrlich's butter,,"[医] 欧内希氏试验(检尿胆色原,重氮试验)"
Ehrlich's diazo reaction,,[医] 欧利希氏重氮反应(检伤寒、麻疹及结核病)
Ehrlich's diazo reagent,,[医] 欧利希氏试剂(对二甲氨基苯甲醛的酸性溶液)
Ehrlich's granules,,[医] 欧利希氏粒(染三酸染剂的细胞粒)
Ehrlich's hemoglobinemic bodies,,[医] 欧利希氏血红蛋白血症小体
Ehrlich's neutral stain,,[医] 欧利布氏中性染剂(染血细胞)
Ehrlich's postulate,,[医] 欧利希氏侧链学说
Ehrlich's reagent,,"[医] 埃德勒森氏试剂(硷性高锰酸盐溶液,检尿糖)"
Ehrlich's side-chain theory,,[医] 欧利希氏侧链学说
ehrlich's teagent,,[机] 埃利希试剂
Ehrlich's triacid stain,,[医] 欧利希氏三酸染剂(检血)
Ehrlich-Biondi-Heidenhain stain,,[医] 欧-拜-海三氏三重染剂
Ehrlich-Hata preparation,,"[医] 欧-秦二氏制剂, 胂凡纳明"
Ehrlich-Hata remedy,,"[医] 欧-秦二氏药, 胂凡纳明"
Ehrlich-Hata treatment,,[医] 欧-秦二氏疗法(用胂凡纳明治梅毒、雅司病及其他螺旋体病)
Ehrlichia,,埃利希氏体属
Ehrlichieae,,埃利希氏体族
ehrlichin,,[化] 艾氏菌素
ehrlichiosis,, [医]埃里希体病
ehrlichman,, [人名] 埃利希曼
ehrman,, [人名] 埃尔曼
ehrmann,, [人名] 埃尔曼
Ehrmann's alcohol test meal,,[医] 埃尔曼氏醇试餐
Ehrmann's butter,,[医] 埃尔曼氏试验(检散瞳物质)
Ehrmann's pancreatic butter,,[医] 埃尔曼氏胰腺机能试验
ehromophilous bodies,,"[医] 虎斑小体, 尼斯耳氏体"
ehromophobe granules,,[医] 嫌色粒
ehs,,abbr. 环境、健康和安全（Environment Health Safety）；环境卫生局（Environmental Health Services）
ehtylene acetate,,[化] 乙二醇二乙酸酯; 醋酸乙二酯
EHV,,"abbr. 超高压, 极高压（Extra High Voltage）"
EI,,"[计] 允许中断, 错误指示字"
EI Tor vibrio,,[医] 爱尔托弧菌
EIA,,[计] 电子工业协会
eiaminodiphenylether,,二氨基二苯醚
Eias,plural of EIA,(EIA 的复数) [计] 电子工业协会
eib,,abbr. European Investment Bank 欧洲投资银行
eich,, [地名] [德国] 艾希
eichelberger,, [人名] 艾克尔伯格
eichen,, [地名] [德国] 艾兴
eichenbaum,, [人名] 艾肯鲍姆
eichenberger,, [人名] 艾肯伯格
eicher,, [人名] 艾彻
eichert,, [人名] 艾歇特
eichhorn,, [人名] 艾科恩
Eichhornia,,凤眼蓝属
Eichhornia crassipes,,凤眼莲
Eichhornia spesiosa,,[网络] Eichhornia speciosa
Eichhorst's corpuscles,,[医] 艾克霍斯特氏小体(见于恶性贫血患者血液内的特殊小红细胞)
Eichhorst's disease,,"[医] 艾克霍斯特氏病, 筋膜性神经炎"
Eichhorst's neuritis,,"[医] 艾克霍斯特氏神经炎, 间质性神经炎"
Eichhorst's type,,[医] 艾克堆斯特氏型(有趾挛缩的股胫型进行性肌萎缩)
eichinger,, [人名] 艾兴格
eichler,, [人名] 艾克勒
eichman,, [人名] 艾希曼
eichmann,n. Austrian who became the Nazi official who administered the concentration camps where millions of Jews were murdered during World War II (1906-1962),n. (Eichmann)人名；(德、匈)艾希曼
eichner,, [人名] 艾希纳
eichorn,, [人名] 艾科恩
eichstaedt,, [人名] 艾希施泰特
Eichstedt's disease,,"[医] 艾克斯特德氏病, 花斑癣"
Eicken's method,,[医] 艾根氏法(检咽下部)
eickhoff,, [人名] 艾克霍夫
eicolin,,[化] 石南素
eiconometer,,"[医] 影象计, 物象计"
eicosadienoic acid,,[化] 二十碳二烯酸
eicosamethylnonasiloxane,,[化] 二十甲基壬硅氧烷
eicosandioic acid,,[化] 二十烷二酸
eicosane,,[化] 二十烷; 二十碳烷
eicosane diacid,,[化] 二十烷二酸
eicosane dicarboxylic acid,,[化] 二十烷二甲酸
eicosanic acid,,[化] 花生酸
eicosanoic acid,,"[化] 二十酸; 二十烷酸; 花生酸\n[医] 廿碳酸, 花生酸"
eicosanoid,,"n. 类二十烷酸; [医]廿〔烷〕类：从廿〔烷〕酸衍生的任何生物活性物质, 包括前列腺素类(prostaglandins)和白细胞三烯类(leukotrienes)"
