word,definition,translation
Ombredanne's mask,,[医] 翁布雷丹氏面罩(乙醚麻醉面罩)
Ombredanne's operation,,"[医] 翁布雷丹氏手术(治疗尿道下裂,睾丸固定术)"
ombrology,,n. 测雨学
ombrometer,n. An instrument for measuring the rain that falls; a rain\n   gauge.,"n. 雨量计, 雨计"
ombrophile,,好雨植物; 适雨植物
ombrophilous,, [医]喜雨的
ombrophobe,,避雨植物
ombrophobia,,[医] 下雨恐怖
ombrophobic,,[网络] 疏水性
ombrophore,,[医] 碳酸水淋浴器
ombrophyte,,"适[喜]雨植物, 适阴植物"
ombroscope,,报雨器
ombu,, 树商陆
ombudsman,n. a government appointee who investigates complaints by private persons against the government,"n. (专查官员舞弊的)调查官\n[法] 调查专员, 监察专员, 司法专员"
ombudsman for justice,,[法] 司法官员
ombudsmans,plural of ombudsman\nn. a government appointee who investigates complaints by private persons against the government,"(ombudsman 的复数) n. (专查官员舞弊的)调查官\n[法] 调查专员, 监察专员, 司法专员"
ombudsmanship,,[法] 调查或监察专员的职权或身分
ombudsmen,n. a government appointee who investigates complaints by private persons against the government,n. 调查官员舞弊情况的政府官员( ombudsman的复数形式 )
ombudsperson,,（美）监察使（指联邦契约遵循署内设置的若干监察使，负责调查承包商是否有违反总统行政命令之行为。参见Office of Federal Contract Compliance Program）\n督察专员
ombudswoman,,[法] 女性调查专员或监察专员
ombuine,,[化] 商陆精
omc,,abbr. 操作维护中心（Operation and Maintenance Center）
omd,, [医][=3-0-methyldopa]3-0-甲基多巴，3-甲氧酪氨酸
Omdurman,n a city of Sudan; located in the central Sudan on the White Nile opposite Khartoum\nn a battle (1898) in which an English and Egyptian army under Kitchener defeated the Sudanese,乌姆杜尔曼[苏丹中部城市]
ome,,abbr. （英）人力经济局（Office of Manpower Economics）；（美）矿产勘探局（Office of Minerals Exploration）
omega,n. the ending of a series or sequence\nn. the last (24th) letter of the Greek alphabet,"n. 希腊字母的最后一个字, 终了, 最后\n[医] ω(希腊文第二十四个字母)"
Omega Centauri,,[网络] 球状星团半人马座；半人马座星团；半人马座的奥米茄星团
omega male,,绝世衰男
omega melancholicum,,"[医] 忧郁性皱眉, 愁眉"
omega meson,,【核子物理学】Ω介子
omega minus,,【核子物理学】Ω⁻超子
omega oxidation theory,,"[医] 末位氧化学说, ω-氧化学说"
Omega Workshop,,[网络] 俄米加工场
omega-3,n. a polyunsaturated fatty acid whose carbon chain has its first double valence bond three carbons from the beginning,a. 3 的
omega-6,,[网络] 奥米加六；欧米茄-6；奥米加六脂肪酸
omega-6 fatty acid,,[网络] ω-6脂肪酸
omega-hyperon,,[化] Ω超子
omega-oxidation theory,,"[医] 末位氧化学说, ω-氧化学说"
omegameson,,奥米加介子
omegas,,"欧米加（希腊字母的最后一个字）, 最后, 结局( omega的名词复数 )"
omegatron,,"奥米加器(高频质谱仪), 回旋质谱计"
Omegle,"A website (omegle.com) that is an anonymous one on one chat, pretty much a feeding ground for pedos.\n> Chat convo on Omegle...\n> Pedo: ASL?\n> Unsuspecting girl: 13/f/ca u?\n> Pedo: 13 huh?\n> Unsuspecting girl: ya heehee, how old r u\n> Pedo: 45, is that too old?\n> Unsuspecting girl: No heehee.\n> Pedo: Do you like candy?\n",
omeire,,[医] 乳酒(西南非洲一种用乳酿成的酒)
omelet,n. beaten eggs or an egg mixture cooked until just set; may be folded around e.g. ham or cheese or jelly,"n. 煎蛋卷, 煎蛋饼, 炒蛋"
omelet pan,,[网络] 煎蛋锅
omelets,n. beaten eggs or an egg mixture cooked until just set; may be folded around e.g. ham or cheese or jelly,"n. 煎蛋饼, 煎蛋卷( omelet的复数形式 )"
omelette,n beaten eggs or an egg mixture cooked until just set; may be folded around e.g. ham or cheese or jelly,"n. 煎蛋卷, 炒蛋"
Omelette du fromage,"The amazing phrase from Dexter's laboratory in the episode ""The Big Cheese"", when he listens to a French recording overnight to learn said language. This consequentially gets stuck on repeat, on this phrase. The next day all he can say is ""omelette du fromage"", actually working to his advantage in everything he does (except at the end, when his lab blows up).\n\nAlthough meant to depict ""cheese omelette"", this phrase is grammatically incorrect. You should say ""omelette au fromage"", which means ""an omelette with cheese"".\n\nDespite this, people still say the phrase ""for the lols.""\n> Mike: I only know one french word. Actually a phrase: Omelette du fromage.\n> Sarah: Dexter's lab?\n> Mike: Dexter's lab!\n> Sarah: Hahahaha!!\n> Mike: Roflcopter Lolmobile!\n> Sarah: 'o.O?\n> Mike: Jk.\n> Sarah: -.-\n",
omelette pan,,[网络] 鸡蛋饼平底锅；平底锅；蛋饼锅
omelettes,n. beaten eggs or an egg mixture cooked until just set; may be folded around e.g. ham or cheese or jelly,"n. 煎蛋饼, 煎蛋卷( omelette的复数形式 )"
Omeliansky's nutritive culture-medium,,[医] 奥麦连斯基氏营养培养基
omen,n. a sign of something about to happen,"n. 预兆, 前兆, 征兆\nvt. 预示, 有...的前兆, 显出...的预兆"
omened,"imp. & p. p. of Omen\na. Attended by, or containing, an omen or omens; as,\n   happy-omened day.",n. 预兆；征兆\nvt. 预示；有…的前兆；预告
omening,p. pr. & vb. n. of Omen,n. 预兆；征兆\nvt. 预示；有…的前兆；预告
omens,n a sign of something about to happen\nv indicate by signs,"n. 前兆, 预兆( omen的名词复数 )"
omenta,n a fold of peritoneum supporting the viscera,omentum的复数
omental,a. Of or pertaining to an omentum or the omenta.,a. [解]网膜的
omental band,,[医] 网膜带
omental bursa,, 网膜囊
omental bursitis,,[医] 大网膜粘液囊炎
omental enterocleisis,,[医] 肠穿孔网膜覆盖术
omental foramina,,[医] 网膜孔
omental grafts,,[医] 网膜移植物
omental hernia,,[医] 网膜突出
omental sac,,[医] 网膜囊
omentectomy,,[医] 网膜切除术
omentitis,,[医] 网膜炎
omentofixation,,[医] 网膜固定术
omentopexy,,[医] 网膜固定术
omentoplasty,,[医] 网膜成形术
omentoportography,,网膜门静脉造影术
omentorrhaphy,,[医] 网膜缝术
omentosplenopexy,,[医] 网膜脾固定术
omentotomy,,[医] 网膜切开术
omentovolvulus,,[医] 网膜扭转
omentulum,,[医] 小网膜
omentum,n a fold of peritoneum supporting the viscera,n. [解]网膜
omentum majus,,[医] 大网膜
omentum minus,,[医] 小网膜
omentumectomy,,[医] 网膜切除术
omeprazole,n. antacid (trade name Prilosec) that suppresses acid secretion in the stomach," [医]奥美拉唑洛赛克, H2受体拮抗剂, 治疗消化道溃疡。"
Omer,"n. A Hebrew measure, the tenth of an ephah. See Ephah.",欧麦(古希伯来的干量)
omerta,n. a code of silence practiced by the Mafia; a refusal to give evidence to the police about criminal activities,n. 拒绝作证(黑手党徒的一种行为准则)
omestad,, [人名] 奥姆斯塔德
ometer,,[网络] 测量仪；振动样品磁强计；头颅测量器
omethoate,,[化]氧(化)乐果
omfg,,abbr. 我的老天（Oh My Fucking God）
OMG,,[计] 对象管理集团
OMGWTFBBQ,"A meaningless acronym which most often stands for ""Oh My God What The Fuck Barbeque."" It most likely originated on [Something Awful] (somethingawful.com). It can be interpreted simply as gibberish, or used when one wants to emphasize one's own incoherence, lack of understanding, or to mock others. \r\n\r\nIt usually has an air of mockery, specifically with regard to teenagers who a lot of use three-letter acronyms.\n> Example #1 (def: incoherence)\n> Computer Nerd #1: I mean, just because it's https doesn't mean it's fucking legit\n> Computer Nerd #2: Yeah, I'm sure those idiot [script kiddies] would love to get their hands on a secure server so they could grab some more AOL passwords before they hit up the child pr0n\n> Non Computer Nerd: OMGWTFBBQ please kill me\n> Example #2 (def: mockery)\n> Teenager #1: so i was all like, stacy, if u want a loser like steve for your boyfriend go ahead!!!!\n> Teenager #2: lol\n> Teenager #3: omg i can't believe u said that!!\n> Cynical Generation X-er: OMGWTFBBQ\n",
omh,,abbr. O-methyl hydroxylamine O-甲基羟胺; Office of Mental Health 精神健康办公室; organic mass by hydrogen 氢有机质
omi,,abbr. 国际海事组织（Organisation maritime internationale）；陈旧性心肌梗死（Old Myocardial Infarction）
omia,, 肩片
omiai,,[网络] 相亲；见合
omicron,n. the 15th letter of the Greek alphabet,n. 希腊字母第15字
omigawd,"A fun way to say ""Oh my God"" Some people find it annoying, which makes it even more fun to use. Some people feel it's using the lords name in vain, but as you can clearly see it's spelled gawd, not god, so no, it's not taking his name in vain. \n> Omigawd, you are so right, this is fun!\n",
omigod,,int. 天哪
omigosh,"The equivalent of [omigod] or [oh my god] or [oh my gosh] usually said by ditzy girls that just slur the three words. Hence, omigosh, instead of oh my gosh.\n> Becca: Omigosh, Jen! Brad just waved at me!\n> Jen: No way! Omigosh, did you wave back?\n> Becca: Omigosh, yes!\n",
ominous,s threatening or foreshadowing evil or tragic developments\ns presaging ill fortune,"a. 恶兆的, 不吉利的, 预兆的"
ominously,r. in an ominous manner,"adv. 恶兆地, 不吉利地; 预示地"
ominousness,,n. ominous的变形
omious,,"a. 不祥的, 不吉利的"
omirimbi,,旱谷
omissible,s. capable of being left out,"a. 可省略的, 可删节的"
omission,n. a mistake resulting from neglect\nn. something that has been omitted\nn. any process whereby sounds or words are left out of spoken words or phrases\nn. neglecting to do something; leaving out or passing over something,"n. 省略, 遗漏, 疏忽\n[化] 省略"
omission factor,,"[计] 遗漏系数, 漏检率"
omission of date,,[法] 漏写日期
omission of income,,[经] 漏报收入
omission of profit,,[经] 漏报利润
omissions,n. a mistake resulting from neglect\nn. something that has been omitted\nn. any process whereby sounds or words are left out of spoken words or phrases,n. 省略( omission的复数形式 ); 删节; 遗漏; 略去或漏掉的事（或人）
omissive,a. characterized by omissions,"a. 省略的, 遗漏的, 删节的, 疏忽的, 失职的\n[法] 遗漏的, 删节的, 省略的"
omit,v prevent from being included or considered or accepted\nv leave undone or leave out,"vt. 省略, 删除, 疏忽, 遗漏\n[化] 省略"
omit note for order,,"[经] 定货不能照办的通知, 取消定单通知"
omit return address,,[计] 省略寄信姓名地址
omit to do any act,,"[法] 省略去做某事, 不注意去做某事"
omitis,,肩炎
omits,v prevent from being included or considered or accepted\nv leave undone or leave out,v. 省略( omit的第三人称单数 ); 遗漏; 删掉; 忘记做
omittance,"n. The act of omitting, or the state of being omitted;\n   forbearance; neglect.",n. <古>=omission
omitted,v prevent from being included or considered or accepted\nv leave undone or leave out,a. 省略了的；省去的
omitted population,,[法] 遗漏的人口
omitted transactions,,[经] 遗漏业务(事项)
omitter,n. One who omits.,n. omit的变形
omitting,p. pr. & vb. n. of Omit,v. 省略( omit的现在分词 ); 遗漏; 删掉; 忘记做
Omiya,n. a city of east central Honshu; a suburb of Tokyo,n. (Omiya)人名；(日)小宫(姓)
OML,"Stands for 'Oh My Lord!'\n> *over msn or whatever\n> ""OML, She was fucking huge!!""\n",
ommanney,, [人名] 翁曼尼
ommastrephes,,[网络] 柔鱼属；赤鱿属
ommastrephid,,[网络] mm
ommatea,pl.  of Ommateum,n. 复眼 (ommateum的变形)
ommateal,a. Of or pertaining to an ommateum.,a. ommateum的变形
ommateum,"n. A compound eye, as of insects and crustaceans.",n. [动]复眼
ommatidia,pl.  of Ommatidium,n. 小眼( ommatidium的名词复数 )
ommatidial,," [医]小眼的, 个眼的"
ommatidium,n any of the numerous small cone-shaped eyes that make up the compound eyes of some arthropods,n. [动]小眼
ommatophore,,n. [动]担眼器
Ommiad,,n. 倭马亚朝\n[网络] 尼派的奥米亚；沃马亚
omming,-ing form of om,(om 的现在分词) abbr. 英国功劳勋章（Order of Merit）
OMMM,,[计] 是一种专门设计给OPUS-CBCS用的信件处理工具程序
ommochrome,,眼色素
ommochromes,plural of ommochrome,(ommochrome 的复数) 眼色素
ommoral nature,,"[法] 猥亵性质, 不道德性质"
omms,,abbr. Office of Merchant Marine Safety 商船安全处（美国海岸警卫队）; Ogilvy and Mather Marketing Services Ltd. 奥美市场服务有限公司（香港）
Omn. bih.,,[医] 每两小时
Omn. hor.,,[医] 每小时
Omn. noct.,,[医] 每夜
omnadin,,"[医] 奥姆纳丁(成药,非特异性脂蛋白制剂)"
omneity,,包罗万象
omnes,, [医]呋喃巯唑酮
omni,,n. 泛光灯；全方位
omni-," A combining form denoting all, every, everywhere; as in\n   omnipotent, all-powerful; omnipresent.","表示“全部, 总”之义"
omnia,,n. 咬封盖
omnibearing,,[电] 多向方位
omnibearing converter,,[电] 多向方位转换器
omnibearing indicator,,[电] 多方位指示器
omnibearing line,,[电] 多方位线
omnibearing selector,,[电] 多方位选择器
omnibus,n. an anthology of articles on a related subject or an anthology of the works of a single author\ns. providing for many things at once,"n. 公共汽车, 公共马车, 精选集, 汇编\na. 综合性的, 总括的, 作多种用途的"
omnibus bill,,[法] 混合法案
omnibus bill of lading,,[经] 综合提单
omnibus clause,,[法] 总括条款
omnibus credit,,[法] 总括放款
omnibus hearing,,[法] 混合听审
omnibus survey,,[经] 多项调查
omnibus telegraph system,,[电] 综合电报系统
omnibuses,n. an anthology of articles on a related subject or an anthology of the works of a single author\nn. a vehicle carrying many passengers; used for public transport,n. <正>公共汽车( omnibus的复数形式 ); 文库; 选集; 汇编
omnicide,,n. 生命灭绝；消毒剂安灭杀
omnicolous,,杂栖的
omnicom,, 奥姆尼康 广告行销传播集团
omnicompeten,,[法] 有全权的
omnicompetence,,n. omnicompetent（全权的）的变形
omnicompetent,,a. 有全权的
omnidirectional,a. not directional,a. 全向的\n[电] 多向性
omnidirectional antenna,,[电] 多向性天线
omnidirectional hydrophone,,[电] 多向性潜水微音器
omnidirectional microphone,,[电] 多向性微音器
omnidirectional radio range,,[电] 多向性无线电范围
omnidirectional range,, 全向信标; 全向导航
omnidirectional range range,,[电] 多向性范围
omnidirectional range station,,[电] 多向性范围电台
omnidistance,,全程
omnifaceted,,"a. 全面的,各方面的"
omnifarious,s. of all varieties or forms or kinds,"a. 各种各样的, 五花八门的"
omnific,a. All-creating.,"a. <罕>创造一切的, 有无限创造力的"
omnificent,,a. 有无限创造力的
omnifocal,,a. 双光镜片的
omnifont,,[计] 全字体
omniforce,,全向力
omniform,a. Having every form or shape.,"a. 呈现各种形态的 , 千姿百态的"
omniformity,n. The condition or quality of having every form.,n. omniform的变形
omnigenous,a. Consisting of all kinds.,a. 各种各样的
omnigraph,n. A pantograph.,[电] 电码习听器
omniirange,,n. 全范围
omnimane,,"每天早晨,每晨[字面意义：every morning]"
omnimate,,简化的自动生产设备
omnimatic,,简化的自动生产设备
omnimeter,,全向经纬仪
omniparity,n. Equality in every part; general equality.,n. 一切平等
omniphibious,,a. (飞机)全能着陆的
omnipotence,n. the state of being omnipotent; having unlimited power,"n. 全能, 无限力量, 全能之神\n[医] 全能"
omnipotence of law,,[法] 法律万能
omnipotence of thought,,[医] 全能妄想
omnipotency,"n. The state of being omnipotent; almighty power; hence,\n   one who is omnipotent; the Deity.\nn. Unlimited power of a particular kind; as, love's\n   omnipotence.", 全能性
omnipotent,s having unlimited power,"a. 全能的, 无所不能的, 彻头彻尾的, 臭名昭著的"
omnipotently,adv. In an omnipotent manner.,adv. 全能地
omnipresence,n the state of being everywhere at once (or seeming to be everywhere at once),"n. 遍在, 无所不在"
omnipresent,s. being present everywhere at once,"a. 无所不在的, 普通存在的"
omnipresent program,,[计] 常存程序
omnirange,n. a navigational system consisting of a network of radio beacons that provide aircraft with information about exact position and bearing,n. 全向导航系统\n[电] 全范围
omniscience,n. the state of being omniscient; having infinite knowledge,"n. 全知, 全知者, 无所不知"
omniscient,s infinitely wise,"a. 全知的, 无所不知的\nn. 无所不知者, 上帝"
omnisciently,,adv. omniscient的变形
omniscope,,潜望镜
omniseal,,全密封
omniselector,,导航器; 航向选择器
omnisex,,"a. 全性的,包括男性与女性的"
omnisexual,,"a. 全性的,包括男性与女性的"
omnisexuality,,n. 全性行为；全性性欲；两性
Omnitape,,转录器
omnitenna,,全向天线
omnitron,,[原物]全能加速器
omnitude,,"n. 全体,无所不包, 普遍性"
omnium,n. The aggregate value of the different stocks in which a loan\n   to government is now usually funded.,n. [股]担保证券的总值
omnium-gatherum,n a motley assortment of things,"n. 杂烩, (人的)杂聚"
omnivcrous,,[医] 杂食的
omnivora,"n. pl. A group of ungulate mammals including the hog and the\n   hippopotamus. The term is also sometimes applied to the bears, and to\n   certain passerine birds.",[pl.][集合词]杂食动物
omnivore,n. a person who eats all kinds of foods\nn. an animal that feeds on both animal and vegetable substances,"n. 不偏食的人, 杂食动物"
omnivores,plural of omnivore\nn. a person who eats all kinds of foods\nn. an animal that feeds on both animal and vegetable substances,"(omnivore 的复数) n. 不偏食的人, 杂食动物"
omnivorous,a. feeding on both plants and animals,"a. 无所不吃的, 杂食的, 什么都喜欢的"
omnivorously,,adv. 随手地
omnivorousness,,n. 随手
omnivory,,杂食性
omnochrome pigment,,[医] 昆虫色素
omnopon,,[医] 鸦片全硷
omo,,abbr. one-man operated 单人操作的; Open Market Operations 公开市场活动; ordinary money order 普通汇票; oxidized metal overlay 氧化金属套刻
omo-,, [医]肩
omocephalus,,[医] 头不全无上肢畸胎
omoclavicular,,[医] 肩锁的
omocotyle,,[医] [肩胛骨]关节盂
omodynia,,肩痛
omohundro,, [人名] 奥莫亨德罗
omohyoid,"a. Of or pertaining to the shoulder and the hyoid bone; as,\n   the omohyoid muscle.",[医] 肩胛舌骨的
omohyoideus,,[医] 肩胛舌骨肌
Omomyid,,[网络] 海岸泻湖灵长类
Omomyid group,,[网络] Omomyid组
omomyine,,[网络] 卵磷脂
OMON,,[网络] 特种警察部队；奥蒙；大门
omophagia,n the eating of raw food,n. (尤指肉的)生食
omophagic,"a. Eating raw flesh; using uncooked meat as food; as,\n   omophagic feasts, rites.",a. omophagia的变形
omophagy,,n. (尤指肉的)生食
omoplate,"n. The shoulder blade, or scapula.",n. 肩胛骨
omoro,, [地名] [乌干达] 奥莫罗
omos,plural of omo,(omo 的复数) abbr. one-man operated 单人操作的; Open Market Operations 公开市场活动; ordinary money order 普通汇票; oxidized metal overlay 氧化金属套刻
omostegite,n. The part of the carapace of a crustacean situated\n   behind the cervical groove., 肩盖
omosternum,"n. The anterior element of the sternum which projects\n   forward from between the clavicles in many batrachians and is usually\n   tipped with cartilage.\nn. In many mammals, an interarticular cartilage, or bone,\n   between the sternum and the clavicle.", [医]胸锁关节间软骨
omothyroid,,[医] 肩胛[舌骨肌]与甲状[软骨]的
Omotic,,[网络] 奥莫特；奥默语
omotocia,,[医] 早产
OMP,,[化] 乳清苷酸; 低聚-N-甲-N-氧丙吗啉
OMPA,,"[医] 八甲基焦磷酰胺, 八甲磷(杀虫剂)"
omphacite,,绿辉石
omphacitic,,[网络] 欧米茄
Omphale,,n. [希神]翁法勒(Lydia 的王后)
omphalectomy,,[医] 脐切除术
omphalelcosis,,[医] 脐溃疡
omphalexoche,,[医] 脐突出
omphali,,omphalos的复数
omphalia,,[医] 雷丸
omphalia lapidescens,,[医] 雷丸菌
omphalic,"a. Of or pertaining to the umbilicus, or navel.",[医] 脐的
omphalion,,脐中心
omphalitis,,n. [兽医](幼小动物患的)脐炎
omphalium,,脐腺
omphalo,, [医]脐
omphalo-," A combining form indicating connection with, or relation\n   to, the umbilicus, or navel.",[医] 脐
omphalo-angiopagus,,[医] 脐血管联胎
omphaloangiopagous twins,,[医] 脐血管联胎
omphalocele,n protrusion of the intestine and omentum through a hernia in the abdominal wall near the navel; usually self correcting after birth,n. [医]脐突出
omphalocephalics,,脐头畸形
omphalochorion,,[医] 脐绒毛膜
omphalocraniodidymus,,[医] 腹头联胎(寄生胎以脐带附着于自养体的颅部)
omphalode,"n. The central part of the hilum of a seed, through which\n   the nutrient vessels pass into the rhaphe or the chalaza; -- called\n   also omphalodium.", [医]脐迹
Omphalodes,,[网络] 琉璃草属；牵环花属
omphalodidymus,,[医] 腹部联胎
omphalogenesis,,[医] 脐形成
omphaloid,,[医] 脐状的
omphaloidean,,脐部的
omphaloidean trophoblast,,[医] 脐部滋养层
omphalolith,,[医] 脐石
omphaloma,,[医] 脐瘤
omphalomenodidymus,,"[医] 脐部联胎, 单脐联胎"
omphalomesaraic,a. Omphalomesenteric.,[医] 脐肠系膜的
omphalomesenteric,"a. Of or pertaining to the umbilicus and mesentery;\n   omphalomesaraic; as, the omphalomesenteric arteries and veins of a\n   fetus.",[医] 脐肠系膜的
omphalomesenteric artery,,[医] 脐肠系膜动脉
omphalomesenteric circuIation,,[医] 卵黄区循环
omphalomesenteric ducts,,"[医] 卵黄管, 卵黄柄"
omphalomesenteric sac,,[医] 脐肠系膜囊
omphalomesenteric veins,,"[医] 脐肠系膜静脉, 卵黄静脉"
omphalomonodidymus,,脐部联胎
omphaloncus,,[医] 脐瘤
omphalopagus,,[医] 脐部联胎
omphalophlebitis,,[医] 脐静脉炎
omphalophyma,,[医] 脐瘤
omphaloplacenta,,脐胎盘
omphaloproptosis,,[医] 脐带脱垂
omphalorrhagia,,[医] 脐出血
omphalorrhea,,[医] 脐液溢
omphalorrhexis,,[医] 脐破裂
omphalorrhoea,,[医] 脐液溢
omphalos,n a scar where the umbilical cord was attached,"n. 浮凸饰, 圆锥形神石(古希腊人认作世界中心的标志), 中心, 脐\n[医] 脐"
omphaloschisis,,[医] 脐裂
omphalosite,,[医] 脐营养[无心]畸胎
omphaloskepsis,"n literally, the contemplation of one's navel, which is an idiom usually meaning complacent self-absorption",n. [宗]意守肚脐
omphalosotor,,[医] 脐带还纳器
omphalospinous,,[医] 脐[与]髂前棘的
omphalospinous line,,[医] 脐棘线
omphalotaxis,,[医] 脐带还纳术
omphalotome,,[医] 脐带刀
omphalotomy,n. The operation of dividing the navel-string.,n. [医]断脐术
omphalotribe,,"[医] 脐带压断器, 脐带压挤器"
omphalotripsy,,"[医] 脐带压断术, 脐带压挤术"
Omphalotus illudens,,[网络] 菇；奥尔类脐菇
omphalus,n a scar where the umbilical cord was attached,[医] 脐
omputer graphics,,[计] 计算机制图
OMR,,光标记阅读机
omri,,n. 暗利（圣经人物）
omron,,n. 欧姆龙（公司名）
oms,,output per manshift 每人每班产量
Omsk,n. a city in the Asian part of Russia,鄂木斯克[苏联西伯利亚西部城市]
omsternum,,[医] 胸锁关节间软骨
omtimeter,,高精度光学比较仪
Omunono,,[医] 雅司病
Omuta,,大牟田[日本九州岛西北岸港市]
omv,, [医][=open mouth view]张口观察
omvs,plural of omv,(omv 的复数)  [医][=open mouth view]张口观察
on,a. in operation or operational\na. (of events) planned or scheduled\nr. indicates continuity or persistence or concentration\nr. in a state required for something to function or be effective,prep. 在...之上\nadv. ...上去\na. 正起作用的\n[计] 打开
on a barter basis,,以易货方式
on a basis of,,以...为基础
on a bicycle,,骑自行车
on a bum,,在闹饮中
on a calculation,,"根据估算,据估计"
on a cash-on-invoice basis,,[经] 按发票现金付款方式
on a charge of,,[法] 以...罪名
on a charge of robbery,,因被控抢劫罪
on a crash basis,,"应急地,紧急地"
on a diet,,"按规定进食,进规定的饮食"
on a dime,,在很小的范围内;立刻
on a fifty-fifty basis,,"平分, 对等地"
on a firm footing,,在牢固的基础上
on a friendly footing with,,与某人相处和睦
on a full stomach,,"吃饱肚皮,满腹"
on a higher floor,,[网络] 在更高的楼层
on a hike,,"远足,作徙步旅行"
on a jag,,酩酊大醉
on a kick,,"不再热心,不再迷恋"
on a large scale,,大规模地
on a leash,,用皮带拴着
on a level with,,和...相等
on a lower floor,,[网络] 在较低的楼层
on a mission,,带着使命执行任务的时候
on a near day,,在近日内
on a pad,,"在一片荷叶上,在印台上"
on a par,,"同等, 与...等价"
on a par with,,"与…相等,与…一样"
on a pedestal,,备受尊重的
on a platter,,"现成地, 不费力地"
on a razor's edge,,"在锋口上, 处于十分危险的境地, 在危急关头"
on a regular basis,, 经常; 例行的; 有规律的
on a roll,,n. 连连获胜
on a row of stumps,,"在困难中, 处于窘境"
on a scheduled basis,,"[经] 按照预定日程的方式, 暂不付款, 帐款结算"
on a shoestring,,白手起家地
on a silver platter,, 不图回报地（给予），拱手相让
on a slant,,倾斜着
on a sudden,,"突然, 冷不防"
on a sudden inspiration,,"灵机一动,灵感一闪"
on a trial basis,,"在试验的基础上, 试验性地"
on a visit,,"在访问中,在参观"
on a voluntary basis,,在自愿的基础上
on a walk,,"步行,散步,在散步的时候"
on account,,"[经] 记帐, 赊帐"
on account of,,由于
on account of...,,"由于..., 因为..."
on account payment,,"[经] 暂付, 赊付"
on active duty,,服现役
on aggregate,," 整个来说, 总体上"
on agreement,,"[法] 按合约, 按协议"
on air,,[电] 插出
on all accounts,,无论如何
on all four,,"匍匐,爬着;完全相似的,完全一致的"
on all fours,,"匍匐, 完全一致\n[法] 完全一致"
on all fours with,,"与…相等,与…一致"
on all hands,,在各方面
on all phases of,,在…的各个方面
on all side,,到处
on all sides,,"在各方面, 到处"
on allocation,,[经] 以配给方式
on alternate days,,隔日
on alternate lines,,每隔一行
on an agreement,,"根据协议,依据契约"
on an average,,"作为平均数, 通常"
on an eminence,,"在高处,在高地上"
on an equal footing,,[经] 立于平等地位
on an errand,,"办事,当差,跑腿"
on an even keel,,平稳地
on an exciting note,,以激动的口吻
on an imperial scale,,以特大规模
on an individual basis,,基于个人来说……\n在个体的基础上
on an irregular basis,,[网络] 在不规则的基础上
on analogy of,,根据…类推
on analysis,,经分析后
on and after,,自…起
on and off,,"断断续续, 有时"
on and on,,继续不停地
on application,,"一接到申请,一接到请求,一经索取"
on approbation,,"商品供试用的, 包退包换的"
on approval,,"商品供试用的, 包退包换的\n[经] (商品)供试用, 包退包换"
on arrival,,[经] 到达货物相抵后净额
on average,, 平均起来
on background,,仅供参考
on bail bond,,[法] 具保在外候审
on balance,,总而言之\n[经] 相抵后净额
on base,, 上垒
on behalf of,,代表...\n[经] 代表
on behalf of...,,"代表..., 为了..."
on bended knees,,跪着
on blast,"to embarass someone or to make someone look stupid\n> ""I heard you told Jay he had bad breath in front of the whole class""\n> ""Yeah, I put him on blast""\n",
on board,,"在船/车/飞机上, 在公共交通车辆上\n[经] 已装船"
on board a ship,,"在船上,上船"
on board bill of lading,,[经] 已装运提单
on board date,,[经] 已装日期
on board notation,,[经] 已装船批注
on board securities,,"[经] 上市证券, 交易所挂牌证券"
on both sides of the fence,,两面讨好
on business,,因公
on call,,"随叫随到的, 待命的, 即期支付的\n[经] 叫价时"
on call channels,,[电] 即期波道
on call session,,[经] 于叫价期间
on camera,,"在摄制中, 在电视摄像机前"
on campaign,,"从军,从戎,出征"
on campus,,在校内
on canvas,,在油画上
on careful survey,,经过仔细调查
on carrier,,"[经] (货柜运输)陆地承运, 转运"
on cash,,[经] 现金买卖
on charge of,,被指控
on cloud nine,,"非常愉快,高兴,欣喜若狂,忘乎所以"
on coal,,un. 靠近煤矿
on commission,,"抽取佣金\n[经] 受托代销, 以委托代办形式"
on condition of,,un. 答应…条件；如(果)…就
on condition that,,如果
on consignment,,"以寄售方式\n[经] 受托, 寄销, 托销寄售"
on course,,在...的过程中
on credit,,"[经] 赊帐, 赊欠买卖, 信用交易"
on deck,,"在甲板上, 准备齐全, 下一个将轮到的\n[经] 甲板上"
on deck bill of lading,,[经] 船上交货提单
on deck cargoes,,[经] 舱面货
on deck goods,,[经] 舱面货
on deck risk,,[经] 舱面险
on deck risks,,"[法] 舱面险, 甲板装货险"
on delicate ground,,处境微妙
on demand,,"[经] 见票即付, 即期"
on deposit,,"储蓄,存在银行"
on detection of,,一察觉到
on display,,"陈列着,在展览"
on dit," They say, or it is said.\nn. A flying report; rumor; as, it is a mere on dit.","n. 他们说, 据说"
on draft,,"散装,桶装的"
on draught,," 桶装的, 随时可以从桶里汲出的"
on drugs,,"吸毒成瘾,嗜毒"
on duty,,"值班, 上班\n[化] 值班"
on earth,,"在世上, 究竟"
on easy street,,生活富裕
on easy term,,以宽厚的条件
on easy terms,,"以宽厚条件, 以分期付款方式\n[经] 以宽厚的条件"
on edge,,"竖着, 紧张, 急切"
on end,,"竖着, 连续地"
on equal terms,,关系平等
on equal terms with,,与…平等相处
on even board with,,与…并列
