word,definition,translation
jdr,, [财]日本预托证券
jds,,abbr. job data sheet 作业数据（记录）表
je,,abbr. 作业评估；工作估计（job estimate）
je ne sais quoi,,<拉> 我不知是什么(I don't know what)
jea,,abbr. joint export agent 联合出口代理商
jealous,s. suspicious or unduly suspicious or fearful of being displaced by a rival,"a. 嫉妒的, 羡慕的, 留心的, 戒备的"
jealousies,pl.  of Jealousy,n. 妒忌( jealousy的名词复数 ); 妒羡
jealously,r. with jealousy,"adv. 嫉妒, 羡慕, 留心, 戒备"
jealousness,n. State or quality of being jealous.,n. 吃醋；嫉妒；猜忌
jealousy,n. a feeling of jealous envy (especially of a rival)\nn. zealous vigilance,"n. 妒忌, 猜忌, 羡慕\n[法] 妒忌, 嫉妒, 猜忌"
jeames,n. A footman; a flunky., [男子名] 杰姆斯 James的昵称
jean,n. (usually plural) close-fitting trousers of heavy denim for manual work or casual wear,"n. 牛仔裤, 牛仔布, 斜纹棉布"
Jean Anouilh,,[网络] 阿努伊；让•阿努伊；剧作家阿努伊
Jean Antoine Watteau,,[网络] 华铎；华托；让-安东尼·华托
Jean Arp,,[网络] 阿尔普；阿普
Jean Auguste Dominique Ingres,,[网络] 安格尔；多米尼克·安格尔；让·奥古斯特·多米尼克·安格尔
Jean Baptiste Camille Corot,,[网络] 柯罗；柯洛；巴蒂斯特卡米尔柯罗
Jean Baptiste de Lamarck,,[网络] 拉马克
Jean Baptiste Joseph Fourier,,[网络] 傅立叶；让·巴普蒂斯·约瑟夫·傅立叶；傅里叶
Jean Baptiste Lully,,[网络] 吕利；让-巴普蒂斯特·吕利；卢利
Jean Baptiste Racine,,[网络] 拉辛；招唤拉辛
Jean Bernard Leon Foucault,,[网络] 富可；傅科
Jean Bernoulli,,[网络] 伯努利；祖恩伯努利；白努利
Jean Caulvin,,[网络] 让·卡尔文
Jean Cauvin,,[网络] 让·考文
Jean Chauvin,,[网络] 约翰·加尔文；让·加尔文；喀尔文
Jean Cocteau,,[网络] 考克多；科克托；尚考克多
Jean de La Fontaine,,[网络] 拉封丹；让·德·拉封丹；让德拉方丹酒店
Jean Edouard Vuillard,,[网络] 维亚尔
Jean Francois Champollion,,[网络] 让-弗朗索瓦·商博良；法国的向波伦；法国语言学家向波伦
Jean Francois Millet,,[网络] 米勒；法国画家米勒；谷并曾以米勒
Jean Genet,,[网络] 热内；让·热内；惹内
Jean Giraudoux,,[网络] 季洛杜；让·吉兰多恩克斯；吉拉杜
Jean Harlow,,[网络] 珍哈露；哈罗；珍哈咯
Jean Honore Fragonard,,[网络] 让·奥诺雷-弗拉戈纳尔；法国画家佛拉戈纳；大幅面
Jean Laffite,,[网络] 让·拉菲特
Jean Lafitte,,[网络] 拉菲特；拉斐特；琼·拉斐特
Jean Louis Charles Garnier,,[网络] 让·路易·查尔斯·加尼尔
Jean Louis Rodolphe Agassiz,,[网络] 阿加西斯
Jean Luc Godard,,[网络] 戈达尔；让-吕克·戈达尔；高达
Jean Martin Charcot,,[网络] 让-马丁·沙可；马丁查科；夏尔科
Jean Monnet,,[网络] 莫内；莫奈；让·莫内
Jean Muir,,n. 迪克·鲍威尔
Jean Nicholas Arthur Rimbaud,,[网络] Jean Nicolas Arthur Rimbaud
Jean Paul Marat,,[网络] 让-保尔·马拉
Jean Piaget,,[网络] 皮亚杰；心理学家皮亚杰；瑞士心理学家皮亚杰
Jean Racine,,[网络] 拉辛；法国剧作家拉辛；让·拉辛
Jean Sibelius,,[网络] 西贝柳斯；让·西贝柳斯；西贝流士
Jean-Baptiste Poquelin,,[网络] 波克兰；波克林；莫里哀
Jean-Claude Duvalier,,[网络] 杜瓦利埃；海地前独裁者杜华利；海地前总统杜瓦利耶
Jean-Frederic Joliot-Curie,,[网络] 居里
Jean-Jacques Rousseau,,[网络] 卢梭；卢骚；法国思想家卢梭
Jean-Louis Lebris de Kerouac,,[网络] 凯鲁亚克
Jean-Paul Sartre,,[网络] 萨特；沙特；让保罗萨特
Jean-Philippe Rameau,,[网络] 拉摩；拉莫；让-菲利普•拉莫
jeana,,n. (Jeana)人名；(英)珍娜；(罗)让娜
jeane,, [人名] 珍妮
jeaned,,a. 穿着牛仔裤的
jeanes,plural of jeane,(jeane 的复数)  [人名] 珍妮
Jeanette,,"n. [纺]细斜纹布(比三页细斜纹布更细),三页斜纹呢"
Jeanie,,珍妮（人名）
jeanine,,"n. 珍宁（女子名, 等于Jean）"
jeanne,,"n. 珍妮（女子名, 等于Joanna）"
Jeanne Antoinette Poisson,,[网络] 珍·安东宁特·柏桑
Jeanne d'Arc,,[网络] 圣女贞德；贞德号；贞德的姓名
jeannet,,斜纹呢
Jeannette,,n. 珍妮特(Jean的昵称)(f.)
Jeannette Rankin,,[网络] 兰金；瑞金；兰肯
Jeannie,,n. 珍妮（女子名）
jeannot,, [地名] [海地] 让诺
jeans,n (usually plural) close-fitting trousers of heavy denim for manual work or casual wear\nn a coarse durable twill-weave cotton fabric,"n. 工装裤, 牛仔裤"
Jeanselme's nodules,,"[医] 让塞耳姆氏小结, 关节旁结节(见于梅毒、雅司病等)"
jeanswear,,"n. [总称](各种样式的)牛仔裤, 牛仔装"
jearl,, [人名] 吉尔
jears,n. pl. See 1st Jeer (b)., 吊桁索
jeat of combustion,,[机] 燃烧热
jeavons,, [人名] 杰文斯
jeb,,n. (Jeb)人名；(英)杰布
jebb,, [人名] [英格兰人姓氏] 杰布 Jeffrey的昵称
jebel,,"n. <阿> 山, 高山"
jebels,plural of jebel,"(jebel 的复数) n.<阿> 山, 高山"
jebus,, [地名] [印度尼西亚] 哲布斯
jec,,abbr. Joint Economic Committee （美国国会）联合经济委员会
jeckell,, [人名] [英格兰人姓氏] 杰克尔 Jekyll的变体
jecoleic acid,,"[化] 介考烈酸; 十九碳烯酸\n[医] 鳘肝油酸, 十九碳烯酸"
jecolein,,"鳖肝油酸甘油酯, 鳖肝油脂"
jecoral,,肝的
jecoral tone,,"[医] 肝音, 肝区叩音"
jecoric acid,,"[化] 介考日酸; 十八碳三烯酸; 肝酸\n[医] 肝酸, 十八碳三烯酸"
jecorin,,肝糖磷脂
jecorize,,[医] 鱼肝油化(如用紫外线照射牛乳)
ject,,"n. 国民住宅（等于project,常出现于黑人的口语和说唱乐中）"
jeculhlaupe,,冰下火山浊流
jecur,,[医] 肝
jecur adiposum,,[医] 脂[肪]肝
jed,,"n. 杰德（男子名, Jedediah的昵称）"
Jed'dah,,[网络] 吉达
jedburgh,, [地名] [英国] 杰德堡
Jedda,,吉达[沙特阿拉伯西部港市]
Jeddah,n. port city in western Saudi Arabia on the Red Sea; near Mecca,n. 吉达（沙特阿拉伯地名）
Jedec,,[电] 联合电子设备工程会议缩写
jedediah,,n. 杰迪戴亚（男子名）
jedi,,n. 绝地武士
jedidiah,, [男子名] 杰迪代亚 Jedediah的变体
jedim,,缝合毛毯
jedwabne,, [地名] [波兰] 耶德瓦布内
jee,v. t. & i. See Gee.,"int. （表示惊奇, 兴奋）哎呀"
jeebies,, 神经过敏
jeep,n. a car suitable for traveling over rough terrain,n. 吉普车\nvi. 乘吉普车\nvt. 用吉普车运
jeep disease,,[医] 吉普车病(鼻窦炎)
jeepable,,a. (道路)可通行吉普车的
jeepers,,int. 天呀
jeepers creepers,, [电影]惊心食人族
jeepney,,n. 吉普尼车
jeepneys,plural of jeepney,(jeepney 的复数) n.吉普尼车
jeeps,n. a car suitable for traveling over rough terrain,n. 吉普车（Jeep的复数形式）
jeer,n. showing your contempt by derision\nv. laugh at with contempt and derision,"n. 嘲笑, 讥讽, 戏弄\nv. 嘲弄, 揶揄, 戏弄"
jeered,imp. & p. p. of Jeer,v. 嘲笑( jeer的过去式和过去分词 )
jeerer,n someone who jeers or mocks or treats something with contempt or calls out in derision,"n. 嘲笑者, 嘲弄者"
jeering,n showing your contempt by derision\nv laugh at with contempt and derision\ns abusing vocally; expressing contempt or ridicule,a. 嘲弄的
jeeringly,r. in a disrespectful jeering manner,adv. 嘲弄地
jeers,n showing your contempt by derision\nv laugh at with contempt and derision,n. 操纵帆桁下部索具
jeet,,n. (Jeet)人名；(印、尼)吉特
jeeter,, [人名] 吉特
Jeeves,,"n. 吉夫斯(美国作家P.G.Wodehouse所著小说中人物, 现用来指理想的男仆)"
jeez,,int. 呀
jef,,n. (Jef)人名；(法)热夫；(荷)耶夫
jefe,,"<西>n.政界领袖, 军事首脑"
jeff,,"n. 杰夫（男子名, 等于Jeffrey）"
jeffcoat,, [人名] [英格兰人姓氏] 杰夫科特 Jeffrey的昵称
jeffe,, [人名] [英格兰人姓氏] 杰夫 Jeffrey的昵称
Jefferee light valve,,[电] 杰佛立光阀
jefferey,, 杰弗里（人名）
JEFFERIES,,杰弗里斯（男子名）
jefferis,," [人名] [英格兰人姓氏] 杰弗里斯取自父名，来源于Jeffery,含义是“杰弗里之子”(son of Jeffery)"
jefferisite,,水蛭石
jeffers,n. United States poet who wrote about California (1887-1962),杰弗斯（姓氏）
jefferson,n. 3rd President of the United States; chief drafter of the Declaration of Independence; made the Louisiana Purchase in 1803 and sent out the Lewis and Clark Expedition to explore it (1743-1826),n. 杰弗逊（姓氏）
Jefferson City,,杰佛逊市（美国密苏里州首府）
Jefferson Davis,,n. 杰佛逊·戴维斯
Jefferson Davis' Birthday,,[网络] 杰斐逊·戴维斯的生日
Jeffersonia,"n. An American herb with a pretty, white, solitary\n   blossom, and deeply two-cleft leaves (Jeffersonia diphylla); twinleaf.",[医] 鲜黄莲属(虎耳草科)
Jeffersonia diphylla,,[医] 北美鲜黄莲
Jeffersonia dubia,,[医] 鲜黄莲
Jeffersonian,n. a follower of Thomas Jefferson or his ideas and principles\na. relating to or characteristic of Thomas Jefferson or his principles or theories,a. 杰斐逊派的\nn. 杰斐逊的支持者
jeffersonite,n. A variety of pyroxene of olive-green color passing\n   into brown. It contains zinc.,[矿]锰锌辉石
Jeffersonville,,杰斐逊维尔(美国地名)
Jeffery,,n. 杰弗里（人名）
Jeffery's maceration method,,[医] 杰弗里氏浸渍法
jefferys,," [人名] [英格兰人姓氏] 杰弗里斯取自父名，来源于Jeffery,含义是“杰弗里之子”(son of Jeffery)"
jeffords,, [人名] 杰福兹
jeffress,," [人名] [英格兰人姓氏] 杰弗里斯取自父名，来源于Jeffrey,含义是“杰弗里之子”(son of Jeffrey)"
jeffrey,,"n. 杰弗里（男子名, 等于Geoffrey）"
Jeffrey pine,,"【植物】杰弗里松,美国黄松(Pinus jeffreyi)"
Jeffrey's pine,,[网络] 黑材松
Jeffreys,,[计] 杰弗里斯
Jeffreys-Matsushita distance,,[计] 杰弗里斯-松下距离
Jeffreys-Matusita distance,,[计] 贾弗里斯-松下距离
Jeffries,,n. (Jeffries)人名；(英、意)杰弗里斯
jeffry,, [人名] [英格兰人姓氏] 杰弗里 Jeffrey的变体
jeffs,," [人名] [英格兰人姓氏] 杰夫斯取自父名，来源于Jeff,含义是“杰夫之子”(son of Jeff)"
jeffy,,n. (Jeffy)人名；(利比)杰菲
jeg,"n. See Jig, 6.",abbr. John Edward Gray 约翰·爱德华·格雷; Joint Exploratory Group 联合勘探小组（北约）
Jegher's syndrome,,[医] 杰格氏综合征(色素沉着息肉病综合征)
jegs,"-s form of jeg\nn. See Jig, 6.",(jeg 的第三人称 -s形式) abbr. John Edward Gray 约翰·爱德华·格雷; Joint Exploratory Group 联合勘探小组（北约）
jeh,,abbr. Journal of Ecclesiastical History <教堂历史杂志>
jehad,n a holy war waged by Muslims against infidels\nn a holy struggle or striving by a Muslim for a moral or spiritual or political goal,"n. (=jihad) 圣战, 维护(或反对)某种信仰的(狂热)运动"
Jehan,,吉安（女子名）
jehangir,,n. 贾汗季（印度皇帝名）
jeheemy,,登陆救援设备
jehn,, [人名] 耶恩
Jehoshaphat,,"n. 约沙王(公元前9世纪犹大国王, 见《圣经·历代志下卷》)"
Jehovah,n a name for the God of the Old Testament as transliterated from the Hebrew consonants YHVH\nn terms referring to the Judeo-Christian God,n. 耶和华
Jehovah's Witness,,[网络] 耶和华见证人；耶和华见证会；耶和华的证人
Jehovah's Witnesses,,[网络] 耶和华见证人；耶和华见证会；耶和华见证人会
Jehovist,"n. One who maintains that the vowel points of the word\n   Jehovah, in Hebrew, are the proper vowels of that word; -- opposed to\n   adonist.\nn. The writer of the passages of the Old Testament,\n   especially those of the Pentateuch, in which the Supreme Being is\n   styled Jehovah. See Elohist.",n. (=Yahwist)旧约圣经初六卷
jehovistic,"a. Relating to, or containing, Jehovah, as a name of God;\n   -- said of certain parts of the Old Testament, especially of the\n   Pentateuch, in which Jehovah appears as the name of the Deity. See\n   Elohistic.",a. Jehovist的变形
jehu,"n. A coachman; a driver; especially, one who drives furiously.","n. 开快车者, 出租车司机"
jei,,abbr. Japan Electronics Industry 日本电子工业; Journal Endocrinological Investigation 内分泌学研究杂志; Journal of the Electronics Industry <日本><电子工业杂志>
jeiunitis,,[医] 空肠炎
jejemon,"1) Usually seen around social networking sites such as Friendster and Multiply, jejemons are individuals with low IQs who spread around their idiocy on the web by tYpFing LyK diZS jejejeje, making all people viewing their profile raise their eyebrows out of annoyance. Normal people like [you] and me must take a Bachelor of Arts in [Jejetyping] in order to understand said individuals, as deciphering their text would cause a lot of frustration and hair pulling.\n\nCAUTION: THESE INDIVIDUALS ARE BREEDING! THEY CAN BE SEEN WRECKING GRAMMATICAL HAVOC ON FACEBOOK TOO!\n\n2) Jejemons are not just confined to trying-hard Filipino gangsters and emos. A Jejemon can also include a variety of Latino-Hispanic fags who enjoy typing ""jejejejeje"" in a wider context, much to the disdain of their opponents in an internet [MMORPG] game such as Ragnarok and [DOTA].\n\n3) Basically anyone with a low tolerance in correct punctuation, syntax and grammar. Jejemons are usually hated or hunted down by [Jejebusters] or the [grammar nazi] to eradicate their grammatical ways.\n> On AIM or YM:\n> miSzMaldiTahh111: EoW pFuOh!\n> You: Huh?\n> miszMaldiTahh111: i LLyK tO knOw moR3 bOut u, PwfoH. crE 2 t3ll mE yur N@me? jejejejeje!\n> You: You are a jejemon! Don't talk to me, you uneducated retard!\n> miszMaldiTahh111: T_T\n",
jeju,,n. 济州岛
jejun-,,(=jejuno-)表示“空肠”之义
jejunal,a. Pertaining to the jejunum.,[医] 空肠的
jejunal artery,,[网络] 空肠动脉
jejunal dumping,,[医] 空肠倾泻
jejunal syndrome,,[医] 倾倒综合征
jejunal ulcer,,[医] 空肠溃疡
jejune,s lacking in nutritive value\ns displaying or suggesting a lack of maturity\ns lacking interest or significance or impact,"a. 贫弱的, 不毛的, 无味干燥的, 不成熟的"
jejunectomy,,n. [医] 空肠切除术
jejunely,r in an immature manner,"adv. 缺乏营养地, 幼稚地"
jejuneness,n. lacking and evidencing lack of experience of life\nn. the quality of being vapid and unsophisticated\nn. quality of lacking nutritive value,"n. 幼稚, 空洞"
jejunitas,,"断食, 禁食"
jejunitis,n inflammation of the jejunum of the small intestine,[医]空肠炎
jejunity,n. The quality of being jejune; jejuneness.,n. jejune的变形
jejuno-ileitis,,[医] 空肠回肠炎
jejuno-ileostomy,,[医] 空肠回肠吻合术
jejunocecostomy,,[医] 空肠盲肠吻合术
jejunocolostomy,,[医] 空肠结肠吻合术
jejunoduodenostomy,,[医] 十二指肠空肠吻合术
jejunogastric,,[医] 空肠胃的
jejunogastric intussusception,,[医] 空肠胃套迭
jejunoileitis,n. inflammation of the jejunum and the ileum of the small intestine,空肠回肠炎
jejunoileum,,[医] 空[肠]回肠
jejunojejunostomy,,[医] 空肠空肠吻合术
jejunorrhaphy,,[医] 空肠缝术
jejunostomy,n surgical creation of an opening between the jejunum and the anterior abdominal wall; will allow artificial feeding,n. [医] 空肠造口术
jejunotomy,,[医] 空肠切开术
jejunotyphoid,,"[医] [空]肠伤寒, 伤寒"
jejunum,n. the part of the small intestine between the duodenum and the ileum,n. 空肠
jejunum intestinum,,[医] 空肠
Jekyll,,n. 哲基尔医生(英国小说<<化身博士>>的主人工)
Jekyll and Hyde,,有善恶两种性格的人
Jekylls,plural of Jekyll,(Jekyll 的复数) n.哲基尔医生(英国小说<<化身博士>>的主人工)
jel,,"凝胶(体), (液)冻胶"
jelena,,n. (Jelena)人名；(俄)叶连娜；(捷、塞)耶莱娜
jelerang,"n. A large, handsome squirrel (Sciurus Javensis), native of\n   Java and Southern Asia; -- called also Java squirrel.", 树狗
jelf,, [人名] 杰尔夫
jelfs,-s form of jelf,(jelf 的第三人称 -s形式)  [人名] 杰尔夫
jelick,,jelick (plural jelicks)\nThe bodice of women or vest of men worn in the Ottoman Empire.\n
jelinek,, [人名] 杰利内克
Jelks' operation,,[医] 杰耳克斯氏手术(直肠狭窄切开术)
Jelks'operation,,[医] 杰耳克斯氏手术(直肠狭窄切开术)
jell,v. become gelatinous,v. (使)成胶状\nn. 果子冻
Jell-O,n. fruit-flavored dessert (trade mark Jell-O) made from a commercially prepared gelatin powder,n. 美国吉露果子冻
jellaba,n a loose cloak with a hood; worn in the Middle East and northern Africa,n. 带风帽的外衣
jelled,v become gelatinous\ns congealed into jelly; solidified by cooling,v. （使）成胶状( jell的过去式和过去分词 )
jellet,,耶雷(半荫)棱镜
jelletite,,绿铁榴石
Jellicoe,,n. (Jellicoe)人名；(英)杰利科
jellied,v make into jelly\ns congealed into jelly; solidified by cooling,"a. 凝成胶状的, 涂凝胶物的"
jellied gasoline,,[化] 凝固汽油; 胶状油; 胶状汽油
jellies,n an edible jelly (sweet or pungent) made with gelatin and used as a dessert or salad base or a coating for foods\nn a preserve made of the jelled juice of fruit\nn any substance having the consistency of jelly or gelatin\nv make into jelly,n. 果胶；凝胶剂（jelly复数）
Jellif,,杰利夫镍铬电阻合金
jellification,,"n. 胶凝, 凝结, 冻结"
jellified,v. become jelly\nv. make into jelly,vt. 使成凝胶状；使成果子冻\nvi. 成凝胶状；成果子冻
jellifies,v. become jelly\nv. make into jelly,vt. 使成凝胶状；使成果子冻\nvi. 成凝胶状；成果子冻
jellify,v. become jelly\nv. make into jelly,v. (使)成凝胶状
jellifying,v. become jelly\nv. make into jelly,vt. 使成凝胶状；使成果子冻\nvi. 成凝胶状；成果子冻
jellinek,, [人名] 杰利内克
Jellinek's sign,,"[医] 耶利内克氏征, 耶-提二氏征(甲状腺机能亢进时的褐色色素沉着)"
Jellinek's sign.,,[医] 耶利内克氏征(甲状腺机能亢进时褐色色素沉着)
Jellinek's symptom,,"[医] 耶利内克氏症状, 耶利内克氏征"
jelling,v become gelatinous,"胶凝, 冻结, 凝结"
jellison,," [人名] [英格兰人姓氏] 杰利森取自父名或母名，来源于Jelley,含义是“杰利之子”(son of Jelley)"
jellium,,"(一种理想的金属模型, 用于把金属中的离子点阵简化为连续分布的正电荷)"
jello,n. fruit-flavored dessert (trade mark Jell-O) made from a commercially prepared gelatin powder,n. 果冻
jellose,,果胶糖
jells,v become gelatinous,v. （使）成胶状( jell的第三人称单数 )
jelly,n. a preserve made of the jelled juice of fruit\nn. any substance having the consistency of jelly or gelatin,"n. 果冻, 果冻甜食, 胶状物\nv. (使)结冻, (使)成胶状"
jelly baby,,n. 豆形软糖
jelly bean,,"软心豆粒糖, 懦夫"
jelly doughnut,, 果冻炸面圈
jelly egg,,[网络] 果冻蛋
jelly fungus,, 胶质菌，木耳
jelly of Wharton,,"[医] 华顿氏胶, 脐带胶样组织"
jelly roll,,n. [医]凝胶卷
Jelly Roll Morton,,[网络] 摩顿；杰利·罗尔·莫顿；果冻卷摩顿
jelly starch,,[医] 淀粉冻
jelly-babies,plural of jelly-baby,(jelly-baby 的复数) 做成娃娃形状的凝胶软糖
jelly-baby,,做成娃娃形状的凝胶软糖
jellybean,,n. 豆形软糖的一种
jellybeans,plural of jellybean,(jellybean 的复数) n.豆形软糖的一种
jellyfish,n. any of numerous usually marine and free-swimming coelenterates that constitute the sexually reproductive forms of hydrozoans and scyphozoans,"n. 水母, 海蜇, 意志薄弱的人\n[医] 海蛰, 水母"
jellyfishes,plural of jellyfish\nn. any of numerous usually marine and free-swimming coelenterates that constitute the sexually reproductive forms of hydrozoans and scyphozoans,"(jellyfish 的复数) n. 水母, 海蜇, 意志薄弱的人\n[医] 海蛰, 水母"
jellyfishing,,水母状像
jellygraph,,n. 胶板
jellying,v make into jelly,[化] 胶凝作用
jellyleaf,,[网络] 果冻
jellylike,s thick like gelatin,a. jelly的变形
jellylike mass of nitroglycerin,,[化] 炸胶
jellyprint,,胶纸印相
jellyroll,n. thin sheet of sponge cake spread with jelly and then rolled up to make a cylindrical cake,n. 酱卷心蛋糕
jellys,plural of jelly\nn. a preserve made of the jelled juice of fruit\nn. any substance having the consistency of jelly or gelatin,"(jelly 的复数) n. 果冻, 果冻甜食, 胶状物\nv. (使)结冻, (使)成胶状"
jelutong,,"[日]明胶(英文原文为 gelatin), 节路顿胶, 滂阡树胶"
jem,n a terrorist organization founded in 2000; a militant Islamic group active in Kashmir and closely aligned with al-Rashid Trust; seeks to secure release of imprisoned fellow militants by kidnappings,abbr. 正义与平等运动（Justice and Equality Movement）；日本通信卫星（Japan Experiment Module）；日本电器制造者协会标准（TheStandard of Japanese Electrical Manufacture's Association）
Jemaah Islamiyah,,[网络] 伊斯兰祈祷团；回教祈祷团；伊斯兰祈祷会
jemadar,,"n. <印> 尉官, 警官"
jembe,, （长柄）锄头
jember,, [地名] [印度尼西亚] 任抹
jemchuznikovite,,草酸镁钠石
jemelle,, [地名] [比利时] 热梅勒
JEMIMA,,n. 杰迈玛(f.)
jemison,," [人名] [英格兰人姓氏] 杰米森取自父名，来源于James,含义是“詹姆斯之子”(son of James); [地名] [美国] 杰米森"
jemmied,past tense of jemmy\nn a short crowbar,"(jemmy 的过去时) n. 铁橇, 橇棍"
jemmies,n. a short crowbar,"n. 羊头, 橇棍\nn. (Jemmy)人名；(英)杰米(男子教名James的昵称)"
jemmy,n a short crowbar,"n. 铁橇, 橇棍"
jemoconia,,[机] 血尘
jen,,n. 珍（女子名）
jena,n. the battle in 1806 in which Napoleon decisively defeated the Prussians,n. 耶拿（德意志民主共和国一城市）
Jena anatomical nomenclature,,[医] 耶纳解剖学名词
Jena Nomina Anatomica,,[医] 耶拿解剖学名词
Jena ware,,[化] 耶那玻璃器
jenappe,,烧毛
jenckes,, [人名] 詹克斯
Jencks,,n. (Jencks)人名；(英)詹克斯
jenco,, [人名] 詹科
Jendrasic's tests,,[医] 晏德腊西克氏试验(检水溶性维生素B)
Jendrassik's maneuver,,"[医] 晏德腊西克氏手法(使两手相握用力分离,以试膝反射)"
Jendrassik's sign,,"[医] 晏德腊西克氏征(突眼性甲状腺肿时,外眼肌麻痹)"
jendrzejczyk,, [人名] 延杰伊奇克
jenga,, 层层叠（一种新的益智类游戏，属于2人或2人以上玩的趣味游戏）
Jenghiz,,"Khan,Jenghis Khan 成吉思汗(即Genghis Khan)"
Jenghiz Khan,,na. “Genghis Khan”的变体；成吉思汗
jengkol,,[医] 金龟树果
jenifer,,n. 珍妮弗（女子名）
jenison,," [人名] [英格兰人姓氏] 詹尼森取自父名，来源于Jane,含义是“简之子”(son of Jane)"
jenite,n. See Yenite.,黑柱石
jenkens,, [人名] 詹肯斯
Jenkin,,煤柱中的窄道
Jenkine cracking,,[化] 詹金裂化; 詹金液相热裂化法
jenking,, [人名] 詹金
jenkins,"n. name of contempt for a flatterer of persons high in social\n   or official life; as, the Jenkins employed by a newspaper.",n. 詹金斯（姓氏）
Jenkins' filter,,[医] 詹金斯氏滤器(有孔瓷器制)
jenkinsite,,铁叶蛇纹石
JENKINSON,,n. (Jenkinson)人名；(英、意)詹金森
Jenkinsons,plural of JENKINSON,(JENKINSON 的复数) n. (Jenkinson)人名；(英、意)詹金森
jenkintown,, [地名] [美国] 詹金敦
jenkolic acid,,[化] 今可豆氨酸
JENKS,,n. (Jenks)人名；(英)詹克斯
jenn,,n. (Jenn)人名；(法)让
jenna,,n. 詹娜（女子名）
jenne,, [人名] 詹; [地名] [利比亚] 詹内
jennens,, [人名] 詹南斯
Jenner,n. English physician who pioneered vaccination; Jenner inoculated people with small amounts of cowpox to prevent them from getting smallpox (1749-1823),"詹纳(①姓氏 ②Edward, 1749-1823, 英国医生, 种痘法的首创者 ③William, 1815-1898, 英国医师、病理学家)"
Jenner stain,,[化] 詹纳尔着色剂; 詹纳尔白血球着色剂
Jenner vaccination,,"[医] 詹纳尔氏接种, 臂臂接种(人浆接种)"
Jenner's emphysema,,[医] 老年肺气肿
Jenner's method staining,,[医] 詹纳尔氏染色法(染血细胞)
Jenner's stain,,[医] 詹纳尔氏血液染剂
Jenner-Kay test,,[医] 詹-凯二氏试验(检血清硷性磷酸酶)
Jenner-Kay tests,,[医] 詹-凯二氏试验(检血清硷性磷酸酶)
Jenner-Kay unit,,[医] 詹-凯二氏单位(磷酸酶单位)
Jennerian vaccine,,"[医] 詹纳尔氏疫苗, 牛痘苗"
jennerization,,减毒接种
jennerize,,减毒接种
Jenners,plural of Jenner\nn. English physician who pioneered vaccination; Jenner inoculated people with small amounts of cowpox to prevent them from getting smallpox (1749-1823),"(Jenner 的复数) 詹纳(①姓氏 ②Edward, 1749-1823, 英国医生, 种痘法的首创者 ③William, 1815-1898, 英国医师、病理学家)"
jenness,," [人名] [英格兰人姓氏] 詹内斯取自父名，来源于Jane,含义是“简之子”(son of Jane)"
jennet,n. female donkey,n. 西班牙种小马
jenneting,n. A variety of early apple. See Juneating.,n. 西班牙小马；母驴
jennett,, [人名] [英格兰人姓氏] 詹尼特 Jane的昵称
jennette,, [人名] 詹妮特
jenney,, [人名] 珍妮
jenni,,n. (Jenni)人名；(意)詹尼；(法)热尼
jennie,,"n. 詹妮（女子名, 等于Jenny）"
jennies,pl.  of Jenny,n. <纺>早期的纺纱机( jenny的名词复数 ); 雌鸟; 母驴; 母兽
jennifer,,n. 詹尼弗（女子名）
jennifer aniston,,詹妮弗·安妮丝顿（女演员名）
Jennifer Lopez,,詹妮佛·洛佩茨（美国歌星）
Jenning's tests,,[医] 靳宁氏试验(检色觉)
jennings,,n. 詹宁斯（姓氏）
jennison,," [人名] [英格兰人姓氏] 詹尼森取自父名，来源于Jane,含义是“简之子”(son of Jane)"
jenny,n. United States architect who designed the first skyscraper in which a metal skeleton was used (1832-1907),"n. 纺纱机, 移动吊车, 母驴"
jenny ass,, 雌驴
Jenny Lind,,[网络] 珍妮林德；歌唱家有莲达；林德女士
jenny wren,,na. 雌鹪鹩\n[网络] 詹妮仁；雷恩；巧妇鸟
jeno,, 刘力扬
Jenolite,,[冶]杰诺莱特化合物溶液(一种含磷酸锌的防腐除锈溶液)
jenrette,, [人名] 詹雷特
Jens,,n. （接）物镜\nn. (Jens)人名；(德、挪、丹、瑞典)延斯
Jens Otto Harry Jespersen,,[网络] 叶斯柏森
jensen,n. modernistic Danish writer (1873-1950),n. 延森（姓氏）
Jensen's classification,,[医] 晏森氏分类法(根据细菌对营养的特性分类)
Jensen's disease,,"[医] 晏森氏病, 近视乳头性视网膜脉络膜炎"
Jensen's retinitis,,"[医] 晏森氏视网膜炎, 近视乳头性网膜脉络膜炎"
Jensen's sarcoma,,"[医] 延森氏肉瘤(鼠的一种恶性瘤,可移植)"
Jensen's tumor,,"[医] 晏森氏瘤, 晏森氏肉瘤(鼠)"
Jensenism,,n. 詹森理论(认为通过智商测试所测定的智力主要得之于遗传)
jenson,,n. (Jenson)人名；(西)亨松；(法)让松；(英)詹森
jent,, [人名] [英格兰人姓氏] 詹特 Gentle的变体
Jentsch ignition tester,,[化] 杨奇着火试验器(评价燃料着火性质)
jentschite,,辉砷银铅矿
jeol,,abbr. Japan Electron Optics Laboratory Co.Ltd. 日本电子光学公司
jeon,,[单复同]n.钱(南朝鲜辅币名)
jeong,,n. (Jeong)人名；(朝)郑
Jeonju,,全州市（韩国地名）
